年,週,都道府県,エボラ出血熱_報告,エボラ出血熱_累積,クリミア・コンゴ出血熱_報告,クリミア・コンゴ出血熱_累積,痘そう_報告,痘そう_累積,南米出血熱_報告,南米出血熱_累積,ペスト_報告,ペスト_累積,マールブルグ病_報告,マールブルグ病_累積,ラッサ熱_報告,ラッサ熱_累積,急性灰白髄炎_報告,急性灰白髄炎_累積,結核_報告,結核_累積,ジフテリア_報告,ジフテリア_累積,重症急性呼吸器症候群_報告,重症急性呼吸器症候群_累積,中東呼吸器症候群_報告,中東呼吸器症候群_累積,鳥インフルエンザ（Ｈ５Ｎ１）_報告,鳥インフルエンザ（Ｈ５Ｎ１）_累積,鳥インフルエンザ（Ｈ７Ｎ９）_報告,鳥インフルエンザ（Ｈ７Ｎ９）_累積,新型コロナウイルス感染症_報告,新型コロナウイルス感染症_累積,コレラ_報告,コレラ_累積,細菌性赤痢_報告,細菌性赤痢_累積,腸管出血性大腸菌感染症_報告,腸管出血性大腸菌感染症_累積,腸チフス_報告,腸チフス_累積,パラチフス_報告,パラチフス_累積,Ｅ型肝炎_報告,Ｅ型肝炎_累積,ウエストナイル熱_報告,ウエストナイル熱_累積,Ａ型肝炎_報告,Ａ型肝炎_累積,エキノコックス症_報告,エキノコックス症_累積,黄熱_報告,黄熱_累積,オウム病_報告,オウム病_累積,オムスク出血熱_報告,オムスク出血熱_累積,回帰熱_報告,回帰熱_累積,キャサヌル森林病_報告,キャサヌル森林病_累積,Ｑ熱_報告,Ｑ熱_累積,狂犬病_報告,狂犬病_累積,コクシジオイデス症_報告,コクシジオイデス症_累積,サル痘_報告,サル痘_累積,ジカウイルス感染症_報告,ジカウイルス感染症_累積,重症熱性血小板減少症候群_報告,重症熱性血小板減少症候群_累積,腎症候性出血熱_報告,腎症候性出血熱_累積,西部ウマ脳炎_報告,西部ウマ脳炎_累積,ダニ媒介脳炎_報告,ダニ媒介脳炎_累積,炭疽_報告,炭疽_累積,チクングニア熱_報告,チクングニア熱_累積,つつが虫病_報告,つつが虫病_累積,デング熱_報告,デング熱_累積,東部ウマ脳炎_報告,東部ウマ脳炎_累積,鳥インフルエンザ(Ｈ５Ｎ１を除く）_報告,鳥インフルエンザ(Ｈ５Ｎ１を除く）_累積,ニパウイルス感染症_報告,ニパウイルス感染症_累積,日本紅斑熱_報告,日本紅斑熱_累積,日本脳炎_報告,日本脳炎_累積,ハンタウイルス肺症候群_報告,ハンタウイルス肺症候群_累積,Ｂウイルス病_報告,Ｂウイルス病_累積,鼻疽_報告,鼻疽_累積,ブルセラ症_報告,ブルセラ症_累積,ベネズエラウマ脳炎_報告,ベネズエラウマ脳炎_累積,ヘンドラウイルス感染症_報告,ヘンドラウイルス感染症_累積,発しんチフス_報告,発しんチフス_累積,ボツリヌス症_報告,ボツリヌス症_累積,マラリア_報告,マラリア_累積,野兎病_報告,野兎病_累積,ライム病_報告,ライム病_累積,リッサウイルス感染症_報告,リッサウイルス感染症_累積,リフトバレー熱_報告,リフトバレー熱_累積,類鼻疽_報告,類鼻疽_累積,レジオネラ症_報告,レジオネラ症_累積,レプトスピラ症_報告,レプトスピラ症_累積,ロッキー山紅斑熱_報告,ロッキー山紅斑熱_累積,アメーバ赤痢_報告,アメーバ赤痢_累積,ウイルス性肝炎_報告,ウイルス性肝炎_累積,カルバペネム耐性腸内細菌感染症_報告,カルバペネム耐性腸内細菌感染症_累積,急性弛緩性麻痺_報告,急性弛緩性麻痺_累積,急性脳炎_報告,急性脳炎_累積,クリプトスポリジウム症_報告,クリプトスポリジウム症_累積,クロイツフェルト・ヤコブ病_報告,クロイツフェルト・ヤコブ病_累積,劇症型溶血性レンサ球菌感染症_報告,劇症型溶血性レンサ球菌感染症_累積,後天性免疫不全症候群_報告,後天性免疫不全症候群_累積,ジアルジア症_報告,ジアルジア症_累積,侵襲性インフルエンザ菌感染症_報告,侵襲性インフルエンザ菌感染症_累積,侵襲性髄膜炎菌感染症_報告,侵襲性髄膜炎菌感染症_累積,侵襲性肺炎球菌感染症_報告,侵襲性肺炎球菌感染症_累積,水痘（入院例）_報告,水痘（入院例）_累積,先天性風しん症候群_報告,先天性風しん症候群_累積,梅毒_報告,梅毒_累積,播種性クリプトコックス症_報告,播種性クリプトコックス症_累積,破傷風_報告,破傷風_累積,バンコマイシン耐性黄色ブドウ球菌感染症_報告,バンコマイシン耐性黄色ブドウ球菌感染症_累積,バンコマイシン耐性腸球菌感染症_報告,バンコマイシン耐性腸球菌感染症_累積,百日咳_報告,百日咳_累積,風しん_報告,風しん_累積,麻しん_報告,麻しん_累積,薬剤耐性アシネトバクター感染症_報告,薬剤耐性アシネトバクター感染症_累積
2020,52,総数,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,16964,0,0,0,0,0,0,0,0,0,0,12,35364,0,1,0,86,17,3044,0,21,0,7,7,441,0,0,1,118,0,22,0,0,0,6,0,0,0,15,0,0,0,0,0,1,0,6,0,0,0,1,0,78,0,0,0,0,0,0,0,0,0,3,40,491,0,45,0,0,0,0,0,0,0,420,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,20,0,0,0,26,0,0,0,0,0,1,14,2013,0,16,0,0,10,606,4,242,20,1890,0,32,3,477,0,6,3,148,13,744,11,1072,1,26,2,248,0,14,16,1606,1,356,0,1,65,5729,1,147,0,104,0,0,1,133,14,2928,0,100,0,13,0,10
2020,52,北海道,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,630,0,0,0,0,0,0,0,0,0,0,0,1071,0,0,0,4,0,157,0,0,0,0,2,81,0,0,1,4,0,21,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,43,0,0,0,0,0,18,0,4,2,74,0,0,0,15,0,4,0,5,0,31,0,22,0,0,0,7,0,1,0,52,0,17,0,0,2,123,0,2,0,2,0,0,0,3,1,152,0,2,0,0,0,1
2020,52,青森県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,195,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,3,0,31,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,4,0,0,0,57,0,1,0,4,0,0,0,1,0,3,0,5,0,0,0,3,0,0,0,12,0,2,0,0,1,13,0,1,0,1,0,0,0,1,0,16,0,1,0,0,0,0
2020,52,岩手県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,4,0,3,0,9,0,0,0,0,0,0,0,2,0,10,0,2,0,0,0,2,0,0,0,10,0,4,0,0,0,10,0,1,0,0,0,0,0,0,0,29,0,0,0,0,0,0
2020,52,宮城県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,236,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,107,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,9,0,3,1,24,0,0,0,2,0,0,0,0,1,18,0,7,0,0,0,2,0,1,0,30,0,2,0,0,1,68,0,1,0,1,0,0,0,1,0,45,0,0,0,0,0,1
2020,52,秋田県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,98,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,1,3,1,18,0,0,0,4,0,0,0,2,0,4,0,2,0,0,0,0,0,0,0,13,0,8,0,0,1,79,0,2,0,1,0,0,0,1,0,10,0,0,0,0,0,0
2020,52,山形県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,106,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,1,0,26,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,0,0,0,0,0,7,0,2,0,8,0,0,0,1,0,0,0,3,1,19,0,3,0,0,0,1,0,0,0,26,0,3,0,0,0,8,0,0,0,0,0,0,0,2,0,6,0,1,0,0,0,0
2020,52,福島県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,184,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,1,0,33,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,6,0,2,2,40,0,0,0,5,0,0,0,2,0,13,0,3,0,0,0,1,0,0,1,23,0,2,0,1,0,80,0,2,0,2,0,0,0,0,0,40,0,0,0,0,0,0
2020,52,茨城県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,433,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,10,1,58,0,3,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,66,0,0,0,0,3,13,0,7,1,61,0,1,0,23,0,0,0,2,0,7,0,17,0,1,0,5,0,0,1,29,0,1,0,0,0,80,0,3,0,4,0,0,0,0,0,57,0,1,0,0,0,0
2020,52,栃木県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,233,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,4,47,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,8,0,3,0,15,0,2,0,8,0,0,0,0,1,9,0,10,0,0,0,2,0,0,0,27,0,4,0,0,0,69,0,6,0,7,0,0,0,1,0,41,0,1,0,0,0,0
2020,52,群馬県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,209,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,1,57,0,1,0,1,0,19,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,9,1,7,0,22,0,0,0,6,0,0,0,5,0,4,0,12,0,1,0,0,0,0,0,19,0,5,0,0,1,49,0,2,0,2,0,0,0,1,0,76,0,0,0,0,0,0
2020,52,埼玉県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,822,0,0,0,0,0,0,0,0,0,0,0,1153,0,0,0,6,2,95,0,1,0,0,0,28,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,106,0,0,0,0,1,30,0,6,1,81,0,2,0,24,0,0,0,2,0,28,0,29,0,0,0,12,0,2,0,63,0,13,0,0,3,167,0,10,0,5,0,0,0,1,0,105,0,4,0,0,0,0
2020,52,千葉県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,904,0,0,0,0,0,0,0,0,0,0,0,1191,0,1,0,0,0,124,0,4,0,0,1,23,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,54,0,9,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,33,1,14,0,58,0,1,1,49,0,0,1,9,1,35,1,36,0,1,0,13,0,0,1,65,0,15,0,0,2,150,0,3,0,3,0,0,0,6,2,83,0,6,0,0,0,1
2020,52,東京都,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2470,0,0,0,0,0,0,0,0,0,0,0,15168,0,0,0,11,0,329,0,2,0,1,0,112,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,1,0,0,0,0,0,1,0,144,0,2,0,0,2,111,0,59,0,169,0,4,0,29,0,0,0,17,0,101,2,374,0,8,0,22,0,2,2,156,0,49,0,0,26,1522,1,18,0,8,0,0,0,8,1,262,0,28,0,3,0,0
2020,52,神奈川県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1140,0,0,0,0,0,0,0,0,0,0,0,4551,0,0,0,3,0,171,0,1,0,1,1,37,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,112,0,1,0,0,1,54,0,16,3,119,0,2,0,32,0,0,0,4,1,49,3,64,0,2,0,22,0,0,4,102,0,26,0,0,4,217,0,4,0,5,0,0,0,7,1,79,0,8,0,1,0,0
2020,52,新潟県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,203,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,52,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,1,0,0,0,5,0,3,0,42,0,0,1,11,0,0,0,1,0,15,0,3,0,0,0,3,0,0,0,33,0,1,0,0,0,35,0,3,0,1,0,0,0,1,0,194,0,2,0,0,0,0
2020,52,富山県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,108,0,0,0,0,0,0,0,0,0,0,0,227,0,0,0,0,0,28,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,4,0,1,0,13,0,0,0,5,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,13,0,9,0,0,0,24,0,0,0,3,0,0,0,0,0,26,0,0,0,0,0,0
2020,52,石川県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,140,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,1,0,48,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,0,0,0,0,1,7,0,2,0,18,0,1,0,3,0,0,0,2,0,8,0,6,0,0,0,1,0,0,0,13,1,5,0,0,0,17,0,2,0,1,0,0,0,0,0,24,0,0,0,0,0,0
2020,52,福井県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,20,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,1,0,2,0,15,0,0,0,3,0,0,0,0,0,4,0,2,0,1,0,1,0,0,0,15,0,5,0,0,0,12,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0
2020,52,山梨県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,1,3,0,1,0,8,0,0,0,1,0,0,0,7,0,3,0,0,0,6,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0
2020,52,長野県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,203,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,42,0,1,0,0,0,7,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,10,0,5,1,36,0,0,0,26,0,0,0,8,0,16,1,10,0,0,0,4,0,0,0,17,0,3,0,0,1,33,0,7,0,1,0,0,0,0,0,74,0,3,0,0,0,0
2020,52,岐阜県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,344,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,41,0,0,0,0,0,8,0,2,0,18,0,2,0,1,0,0,0,2,0,10,1,16,0,0,0,18,0,0,0,35,0,8,0,0,1,60,0,4,0,2,0,0,0,0,0,46,0,1,0,0,0,0
2020,52,静岡県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,478,0,0,0,0,0,0,0,0,0,0,3,381,0,0,0,1,0,51,0,0,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,17,0,8,1,44,0,1,0,20,0,0,0,5,0,19,0,18,1,1,0,2,0,1,0,37,0,15,0,0,0,100,0,2,0,4,0,0,0,20,1,150,0,2,0,1,0,0
2020,52,愛知県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1260,0,0,0,0,0,0,0,0,0,0,0,656,0,0,0,19,2,137,0,1,0,0,0,9,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,34,0,10,2,153,0,1,0,33,0,0,1,10,2,49,0,82,0,1,1,23,0,2,0,130,0,26,0,0,3,305,0,14,0,7,0,0,0,3,2,164,0,8,0,2,0,0
