報告数・累積報告数、疾病・都道府県別,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014年36週(09月01日～09月07日),2014年09月10日作成,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,エボラ出血熱,,クリミア・コンゴ出血熱,,痘そう,,南米出血熱,,ペスト,,マールブルグ病,,ラッサ熱,,急性灰白髄炎,,結核,,ジフテリア,,重症急性呼吸器症候群,,中東呼吸器症候群,,鳥インフルエンザ（Ｈ５Ｎ１）,,鳥インフルエンザ（Ｈ７Ｎ９）,,コレラ,,細菌性赤痢,,腸管出血性大腸菌感染症,,腸チフス,,パラチフス,,Ｅ型肝炎,,ウエストナイル熱,,Ａ型肝炎,,エキノコックス症,,黄熱,,オウム病,,オムスク出血熱,,回帰熱,,キャサヌル森林病,,Ｑ熱,,狂犬病,,コクシジオイデス症,,サル痘,,重症熱性血小板減少症候群,,腎症候性出血熱,,西部ウマ脳炎,,ダニ媒介脳炎,,炭疽,,チクングニア熱,,つつが虫病,,デング熱,,東部ウマ脳炎,,鳥インフルエンザ(Ｈ５Ｎ１を除く）,,ニパウイルス感染症,,日本紅斑熱,,日本脳炎,,ハンタウイルス肺症候群,,Ｂウイルス病,,鼻疽,,ブルセラ症,,ベネズエラウマ脳炎,,ヘンドラウイルス感染症,,発しんチフス,,ボツリヌス症,,マラリア,,野兎病,,ライム病,,リッサウイルス感染症,,リフトバレー熱,,類鼻疽,,レジオネラ症,,レプトスピラ症,,ロッキー山紅斑熱,,アメーバ赤痢,,ウイルス性肝炎,,急性脳炎,,クリプトスポリジウム症,,クロイツフェルト・ヤコブ病,,劇症型溶血性レンサ球菌感染症,,後天性免疫不全症候群,,ジアルジア症,,侵襲性インフルエンザ菌感染症,,侵襲性髄膜炎菌感染症,,侵襲性肺炎球菌感染症,,先天性風しん症候群,,梅毒,,破傷風,,バンコマイシン耐性黄色ブドウ球菌感染症,,バンコマイシン耐性腸球菌感染症,,風しん,,麻しん,
栃木県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,253,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,45,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,4,0,3,0,13,0,0,0,0,0,3,0,16,0,0,0,2,0,0,0,9,0,0,2,28,0,2,0,0,0,0,0,4,0,0
群馬県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,91,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,10,0,3,0,10,0,0,0,0,0,3,1,17,0,1,0,1,0,1,0,23,0,0,0,5,0,2,0,0,0,3,0,0,0,3
埼玉県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,920,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,240,0,0,0,1,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,36,0,0,0,0,3,33,0,5,1,21,0,0,0,5,0,4,2,25,0,0,0,7,0,1,0,53,0,0,1,31,0,3,0,0,0,6,0,8,1,27
千葉県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,951,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,155,0,0,0,1,0,9,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,4,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,42,0,0,0,0,1,29,0,3,1,34,0,0,0,6,1,5,2,46,0,1,0,6,0,1,0,37,0,0,0,50,0,4,0,0,0,0,2,15,0,25
東京都,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,2761,0,0,0,0,0,0,0,0,0,0,0,3,4,27,27,286,4,16,1,6,0,17,0,0,0,28,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,33,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,17,0,0,0,1,0,0,0,0,0,0,0,68,0,1,0,0,5,155,1,38,1,36,0,75,0,8,1,37,2,346,0,11,0,15,0,6,1,153,0,3,7,345,0,7,0,0,0,3,4,81,1,87
神奈川県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1263,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,201,0,1,0,1,0,8,0,0,0,23,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,1,74,0,2,0,0,1,69,0,7,0,19,0,0,0,12,0,15,0,69,0,1,0,12,0,3,0,119,0,0,1,80,0,5,0,0,0,4,1,66,1,45
新潟県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,50,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,0,2,0,0,0,11,0,0,0,9,0,0,0,2,0,2,0,2,0,0,0,2,0,0,0,36,0,1,1,12,0,2,0,0,0,1,0,1,0,2
富山県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,5,0,4,0,1,0,0,0,1,0,7,0,1,0,0,0,2,0,0,0,17,0,0,0,6,0,1,0,0,0,0,0,1,0,0
石川県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,28,0,0,0,0,0,2,0,3,0,3,0,0,0,3,0,1,0,6,0,1,0,0,0,1,0,7,0,0,0,3,0,0,0,0,0,0,0,1,0,0
福井県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,2,0,4,0,0,0,1,0,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0
山梨県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,68,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,1,0,2,0,0,1,2,0,1,0,0,0,1,0,1,0,0
長野県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,220,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,25,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,17,0,2,0,4,0,0,0,4,0,6,0,5,0,0,0,1,0,0,0,20,0,0,0,0,0,3,0,0,1,1,0,3,0,1
岐阜県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,299,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,3,1,14,0,1,0,4,0,0,0,16,0,0,0,7,0,1,0,0,0,1,0,1,0,2
静岡県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,383,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,333,1,1,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,26,0,0,0,0,0,18,0,3,0,11,0,0,0,6,1,8,1,14,0,1,0,2,0,0,0,29,0,0,0,21,0,5,0,0,0,1,0,4,0,30
愛知県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1290,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,95,0,2,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,37,0,0,0,0,0,49,0,9,0,15,0,0,0,8,0,11,0,71,0,1,0,12,0,2,1,79,0,0,0,82,0,1,0,0,0,1,0,17,0,46
三重県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,48,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,3,0,1,0,3,0,2,0,1,0,1,0,7,0,2,0,2,0,0,0,27,0,0,2,12,0,0,0,0,0,0,0,8,0,1
滋賀県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,1,8,0,0,0,1,0,0,0,0,1,6,0,4,0,1,0,2,0,0,0,17,0,0,0,4,0,1,0,0,0,1,0,0,0,2
京都府,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,56,0,1,0,1,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,16,0,3,0,2,0,0,0,2,0,4,1,10,0,1,0,3,0,0,1,36,0,0,0,11,0,2,0,0,0,0,0,1,0,24
大阪府,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1087,0,0,0,0,0,0,0,0,0,0,0,0,1,6,18,167,0,4,0,1,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,19,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,49,0,1,0,0,1,81,0,22,0,19,0,2,0,3,1,8,6,133,1,6,0,10,0,3,0,89,0,1,2,156,0,1,0,0,0,1,0,15,0,45
兵庫県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,608,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,90,0,0,0,0,0,2,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,26,0,9,0,14,0,0,0,3,0,9,0,21,0,2,0,8,0,1,0,70,0,1,1,25,0,1,0,0,0,0,0,5,2,19
奈良県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,10,0,1,0,3,0,0,0,0,0,1,0,8,0,0,0,1,0,0,1,14,0,0,0,8,0,1,0,0,0,0,0,5,0,1
和歌山県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,2,0,1,0,0,0,1,0,2,0,2,0,0,0,5,0,0,0,4,0,0,0,4,0,2,0,0,0,0,0,1,0,26
鳥取県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0
島根県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,3,0,3,0,1,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,9,0,1,0,3,0,1,0,0,0,0,0,0,0,0
