報告数・累積報告数、疾病・都道府県別,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020年23週(06月01日～06月07日),2020年06月10日作成,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,エボラ出血熱,,クリミア・コンゴ出血熱,,痘そう,,南米出血熱,,ペスト,,マールブルグ病,,ラッサ熱,,急性灰白髄炎,,結核,,ジフテリア,,重症急性呼吸器症候群,,中東呼吸器症候群,,鳥インフルエンザ（Ｈ５Ｎ１）,,鳥インフルエンザ（Ｈ７Ｎ９）,,新型コロナウイルス感染症,,コレラ,,細菌性赤痢,,腸管出血性大腸菌感染症,,腸チフス,,パラチフス,,Ｅ型肝炎,,ウエストナイル熱,,Ａ型肝炎,,エキノコックス症,,黄熱,,オウム病,,オムスク出血熱,,回帰熱,,キャサヌル森林病,,Ｑ熱,,狂犬病,,コクシジオイデス症,,サル痘,,ジカウイルス感染症,,重症熱性血小板減少症候群,,腎症候性出血熱,,西部ウマ脳炎,,ダニ媒介脳炎,,炭疽,,チクングニア熱,,つつが虫病,,デング熱,,東部ウマ脳炎,,鳥インフルエンザ(Ｈ５Ｎ１を除く）,,ニパウイルス感染症,,日本紅斑熱,,日本脳炎,,ハンタウイルス肺症候群,,Ｂウイルス病,,鼻疽,,ブルセラ症,,ベネズエラウマ脳炎,,ヘンドラウイルス感染症,,発しんチフス,,ボツリヌス症,,マラリア,,野兎病,,ライム病,,リッサウイルス感染症,,リフトバレー熱,,類鼻疽,,レジオネラ症,,レプトスピラ症,,ロッキー山紅斑熱,,アメーバ赤痢,,ウイルス性肝炎,,カルバペネム耐性腸内細菌感染症,,急性弛緩性麻痺,,急性脳炎,,クリプトスポリジウム症,,クロイツフェルト・ヤコブ病,,劇症型溶血性レンサ球菌感染症,,後天性免疫不全症候群,,ジアルジア症,,侵襲性インフルエンザ菌感染症,,侵襲性髄膜炎菌感染症,,侵襲性肺炎球菌感染症,,水痘（入院例）,,先天性風しん症候群,,梅毒,,播種性クリプトコックス症,,破傷風,,バンコマイシン耐性黄色ブドウ球菌感染症,,バンコマイシン耐性腸球菌感染症,,百日咳,,風しん,,麻しん,,薬剤耐性アシネトバクター感染症,
,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積
総数,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,7252,0,0,0,0,0,0,0,0,0,0,326,17472,0,0,0,52,39,477,0,16,0,7,9,228,0,0,3,66,0,7,0,0,0,4,0,0,1,1,0,0,0,0,0,1,0,2,0,0,0,1,1,22,0,0,0,0,0,0,0,0,0,3,6,86,0,40,0,0,0,0,0,0,9,70,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,1,3,0,0,0,0,0,0,26,569,0,1,0,0,3,252,3,113,21,651,0,14,5,291,0,2,2,59,12,361,9,425,0,13,0,159,0,11,16,942,1,157,0,1,79,2404,2,51,1,44,0,0,4,58,17,2475,1,77,0,12,0,3
北海道,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,209,0,0,0,0,0,0,0,0,0,0,14,959,0,0,0,0,0,39,0,0,0,0,1,29,0,0,1,2,0,7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,16,0,0,0,0,0,4,0,2,1,24,0,0,0,9,0,1,0,0,0,15,0,12,0,0,0,3,0,1,1,29,0,7,0,0,6,60,1,1,0,1,0,0,0,1,1,132,0,2,0,0,0,1
青森県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,87,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,5,0,1,0,0,0,7,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0
岩手県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,1,0,0,0,6,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0
宮城県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,104,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,4,0,0,1,11,0,0,0,2,0,0,0,0,1,9,0,2,0,0,0,2,0,0,1,16,0,0,0,0,1,28,0,0,0,0,0,0,1,1,0,39,0,0,0,0,0,0
秋田県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,34,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,3,0,0,0,4,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,8,0,5,0,0,1,23,0,1,0,1,0,0,0,0,0,9,0,0,0,0,0,0
山形県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,1,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,6,0,2,0,1,0,0,0,1,0,0,0,2,0,8,0,2,0,0,0,0,0,0,0,17,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
福島県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,87,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,1,0,12,0,0,0,5,0,0,0,0,0,6,0,2,0,0,0,1,0,0,2,12,0,1,0,1,0,28,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0
茨城県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,199,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,9,0,7,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,5,0,4,0,19,0,0,0,16,0,0,0,2,1,5,1,6,0,1,0,2,0,0,1,16,0,0,0,0,0,32,0,0,0,3,0,0,0,0,0,52,0,1,0,0,0,0
