報告数・累積報告数、疾病・都道府県別,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013年48週(11月25日～12月01日),2013年12月04日作成,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,エボラ出血熱,,クリミア・コンゴ出血熱,,痘そう,,南米出血熱,,ペスト,,マールブルグ病,,ラッサ熱,,急性灰白髄炎,,結核,,ジフテリア,,重症急性呼吸器症候群,,鳥インフルエンザ（Ｈ５Ｎ１）,,鳥インフルエンザ（Ｈ７Ｎ９）,,コレラ,,細菌性赤痢,,腸管出血性大腸菌感染症,,腸チフス,,パラチフス,,Ｅ型肝炎,,ウエストナイル熱,,Ａ型肝炎,,エキノコックス症,,黄熱,,オウム病,,オムスク出血熱,,回帰熱,,キャサヌル森林病,,Ｑ熱,,狂犬病,,コクシジオイデス症,,サル痘,,重症熱性血小板減少症候群,,腎症候性出血熱,,西部ウマ脳炎,,ダニ媒介脳炎,,炭疽,,チクングニア熱,,つつが虫病,,デング熱,,東部ウマ脳炎,,鳥インフルエンザ(Ｈ５Ｎ１を除く）,,ニパウイルス感染症,,日本紅斑熱,,日本脳炎,,ハンタウイルス肺症候群,,Ｂウイルス病,,鼻疽,,ブルセラ症,,ベネズエラウマ脳炎,,ヘンドラウイルス感染症,,発しんチフス,,ボツリヌス症,,マラリア,,野兎病,,ライム病,,リッサウイルス感染症,,リフトバレー熱,,類鼻疽,,レジオネラ症,,レプトスピラ症,,ロッキー山紅斑熱,,アメーバ赤痢,,ウイルス性肝炎,,急性脳炎,,クリプトスポリジウム症,,クロイツフェルト・ヤコブ病,,劇症型溶血性レンサ球菌感染症,,後天性免疫不全症候群,,ジアルジア症,,侵襲性インフルエンザ菌感染症,,侵襲性髄膜炎菌感染症,,侵襲性肺炎球菌感染症,,先天性風しん症候群,,梅毒,,破傷風,,バンコマイシン耐性黄色ブドウ球菌感染症,,バンコマイシン耐性腸球菌感染症,,風しん,,麻しん,,髄膜炎菌性髄膜炎,
栃木県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,306,0,0,0,0,0,0,0,0,0,0,0,1,0,39,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,10,0,0,0,22,0,0,0,1,0,2,0,15,0,0,0,0,0,0,0,2,0,0,1,12,0,2,0,0,0,0,2,50,0,2,0,0
群馬県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,237,0,0,0,0,0,0,0,0,0,0,0,1,0,73,0,1,0,0,0,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,30,0,0,0,0,1,13,0,0,0,3,0,0,0,4,0,2,0,16,0,0,0,1,0,0,1,16,0,0,1,12,0,7,0,0,0,0,0,54,0,0,0,0
埼玉県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1174,0,0,0,0,0,0,0,0,0,0,0,4,0,185,0,5,0,1,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,41,0,0,0,0,0,32,0,6,1,33,0,0,0,10,0,6,0,35,0,2,0,2,0,1,2,39,0,2,0,32,0,4,0,0,0,8,0,607,0,27,0,0
千葉県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1164,0,0,0,0,0,0,0,0,1,1,1,4,2,128,0,6,0,3,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,1,19,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,56,0,0,0,0,0,63,0,4,1,27,0,1,0,5,0,11,0,67,0,4,0,6,0,1,1,37,0,1,0,51,0,9,0,0,0,1,0,708,0,20,0,0
東京都,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,3721,0,0,0,0,0,0,0,0,0,0,0,30,2,376,1,21,0,19,0,28,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,9,1,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,7,0,0,0,0,0,1,2,75,0,5,0,0,6,174,1,67,1,43,0,7,0,18,0,33,8,426,0,21,0,10,0,10,2,89,0,12,8,388,0,4,0,0,0,7,3,3402,1,64,0,0
神奈川県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1689,0,0,0,0,0,0,0,0,0,0,0,11,1,216,0,8,0,6,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,57,0,2,0,0,0,81,1,16,0,16,0,0,0,9,0,16,0,102,0,5,0,7,0,1,3,79,1,2,1,64,0,5,0,0,0,5,1,1682,0,33,0,1
新潟県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,352,0,0,0,0,0,0,0,0,0,0,0,1,1,56,0,1,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,32,0,1,0,0,0,19,0,2,0,9,0,0,0,1,0,3,1,11,0,1,0,0,0,0,0,10,0,0,0,2,0,2,0,0,0,0,0,47,0,1,0,0
富山県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,190,0,0,0,0,0,0,0,0,0,0,0,7,3,38,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,8,0,6,0,3,0,0,0,1,0,6,0,4,0,0,0,3,0,0,2,15,0,0,0,6,0,0,0,0,0,0,0,18,0,0,0,0
石川県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,183,0,0,0,0,0,0,0,0,0,0,0,1,1,47,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,0,0,0,0,0,8,0,1,0,2,0,0,0,4,0,3,0,9,0,0,0,1,0,0,0,11,0,0,0,7,0,1,0,0,0,0,0,26,0,0,0,0
福井県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,1,2,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,1,0,0,0,2,1,2,0,3,0,0,0,0,0,0,0,6,0,0,0,2,0,1,0,0,0,0,0,20,0,0,0,0
山梨県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,81,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,1,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,3,0,2,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,28,0,0,0,0
長野県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,306,0,0,0,0,0,0,0,0,0,0,0,5,0,53,0,0,0,1,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,14,0,6,0,3,0,0,0,2,0,5,0,16,0,1,0,0,0,0,0,15,0,0,1,9,0,3,0,0,0,0,0,63,0,0,0,0
岐阜県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,416,0,0,0,0,0,0,0,0,0,0,0,3,0,55,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,0,0,13,0,0,0,2,0,0,0,6,0,2,0,14,0,2,0,1,0,0,0,22,0,0,0,4,0,0,0,0,0,0,0,28,0,0,0,0
静岡県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,564,0,0,0,0,0,0,0,0,0,0,0,1,0,79,0,1,0,0,0,4,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,30,0,1,0,0,1,30,0,4,0,14,0,0,0,5,0,7,0,34,0,1,0,2,0,0,0,21,0,0,0,21,0,3,0,0,0,2,0,149,0,6,0,0
愛知県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1758,0,0,0,0,0,0,0,0,0,0,0,16,1,211,0,2,0,2,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,58,0,0,0,0,0,60,0,14,0,21,0,0,0,9,0,8,0,82,0,2,0,11,0,1,0,61,0,2,0,46,0,4,0,0,0,6,0,369,0,23,0,0
三重県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,286,0,0,0,0,0,0,0,0,0,0,0,2,1,61,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,0,6,0,3,0,2,0,0,0,1,0,2,1,16,0,0,0,1,0,1,0,7,0,1,1,13,0,3,0,0,0,0,0,98,0,4,0,0
滋賀県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,257,0,0,0,0,0,0,0,0,0,0,0,2,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,5,0,1,0,3,0,0,0,2,0,4,0,11,0,0,0,3,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,122,0,2,0,0
京都府,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,569,0,0,0,0,0,0,0,0,0,0,0,4,1,61,0,3,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,19,0,9,0,2,0,0,0,2,0,0,1,21,0,1,0,3,0,0,0,14,0,0,0,9,0,2,0,0,0,0,0,323,0,5,0,0
大阪府,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1641,0,0,0,0,0,0,0,0,0,0,0,12,0,142,0,2,0,4,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,63,0,1,0,0,0,98,0,21,3,28,0,0,0,10,0,9,2,186,1,11,2,6,0,1,2,47,0,5,2,145,0,3,0,0,0,7,0,3189,0,15,0,1
兵庫県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1161,0,0,0,0,0,0,0,0,0,1,0,1,4,154,0,3,0,1,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,8,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,36,0,0,0,0,1,41,0,10,0,1,0,0,0,12,0,14,0,49,0,6,0,6,0,0,0,38,0,0,1,33,0,3,0,0,0,0,0,1167,0,7,0,0
奈良県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,308,0,0,0,0,0,0,0,0,0,0,0,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,1,8,0,2,0,0,0,0,0,7,0,1,1,7,0,1,0,0,0,0,0,6,0,0,1,7,0,2,0,0,0,0,0,184,0,0,0,0
和歌山県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,262,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,3,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,2,0,1,0,0,0,6,0,0,0,10,0,0,0,3,0,0,0,4,0,1,0,8,0,0,0,0,0,0,0,247,0,0,0,0
鳥取県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0
島根県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2,10,0,0,0,2,0,4,0,0,0,0,0,46,0,0,0,0
