報告数・累積報告数、疾病・都道府県別,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014年34週(08月18日～08月24日),2014年08月27日作成,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,エボラ出血熱,,クリミア・コンゴ出血熱,,痘そう,,南米出血熱,,ペスト,,マールブルグ病,,ラッサ熱,,急性灰白髄炎,,結核,,ジフテリア,,重症急性呼吸器症候群,,中東呼吸器症候群,,鳥インフルエンザ（Ｈ５Ｎ１）,,鳥インフルエンザ（Ｈ７Ｎ９）,,コレラ,,細菌性赤痢,,腸管出血性大腸菌感染症,,腸チフス,,パラチフス,,Ｅ型肝炎,,ウエストナイル熱,,Ａ型肝炎,,エキノコックス症,,黄熱,,オウム病,,オムスク出血熱,,回帰熱,,キャサヌル森林病,,Ｑ熱,,狂犬病,,コクシジオイデス症,,サル痘,,重症熱性血小板減少症候群,,腎症候性出血熱,,西部ウマ脳炎,,ダニ媒介脳炎,,炭疽,,チクングニア熱,,つつが虫病,,デング熱,,東部ウマ脳炎,,鳥インフルエンザ(Ｈ５Ｎ１を除く）,,ニパウイルス感染症,,日本紅斑熱,,日本脳炎,,ハンタウイルス肺症候群,,Ｂウイルス病,,鼻疽,,ブルセラ症,,ベネズエラウマ脳炎,,ヘンドラウイルス感染症,,発しんチフス,,ボツリヌス症,,マラリア,,野兎病,,ライム病,,リッサウイルス感染症,,リフトバレー熱,,類鼻疽,,レジオネラ症,,レプトスピラ症,,ロッキー山紅斑熱,,アメーバ赤痢,,ウイルス性肝炎,,急性脳炎,,クリプトスポリジウム症,,クロイツフェルト・ヤコブ病,,劇症型溶血性レンサ球菌感染症,,後天性免疫不全症候群,,ジアルジア症,,侵襲性インフルエンザ菌感染症,,侵襲性髄膜炎菌感染症,,侵襲性肺炎球菌感染症,,先天性風しん症候群,,梅毒,,破傷風,,バンコマイシン耐性黄色ブドウ球菌感染症,,バンコマイシン耐性腸球菌感染症,,風しん,,麻しん,
栃木県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,235,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,41,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,3,0,3,0,12,0,0,0,0,0,3,0,15,0,0,0,2,0,0,0,9,0,0,2,25,0,2,0,0,0,0,0,4,0,0
群馬県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,76,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,9,0,3,0,7,0,0,0,0,0,3,0,16,0,1,0,1,0,1,0,22,0,0,0,5,0,2,0,0,0,3,0,0,0,3
埼玉県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,839,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,224,0,0,0,1,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,33,0,0,0,0,2,30,0,4,1,19,0,0,0,4,1,4,1,22,0,0,2,7,0,1,0,53,0,0,0,28,0,3,0,0,1,6,0,8,0,26
千葉県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,898,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,146,0,0,0,1,1,9,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,41,0,0,0,0,0,26,0,3,1,33,0,0,0,6,1,4,0,42,0,1,0,6,0,1,1,36,0,0,3,46,0,4,0,0,0,0,0,13,0,25
東京都,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,2596,0,0,0,0,0,0,0,0,0,0,0,3,0,23,18,247,1,11,1,5,0,17,0,0,0,27,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,2,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,65,0,1,0,0,2,142,0,37,0,34,0,74,0,8,0,35,4,328,0,10,0,15,0,5,2,152,0,3,8,331,0,7,0,0,0,3,1,76,0,84
神奈川県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1199,0,0,0,0,0,0,0,0,0,0,0,0,1,4,20,172,0,1,0,1,0,8,0,0,0,23,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,71,0,2,0,0,1,66,0,7,0,18,0,0,0,9,0,15,0,63,0,1,0,12,0,3,0,119,0,0,2,73,0,5,0,0,0,4,1,65,2,44
新潟県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,46,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,0,2,0,0,0,11,0,0,0,8,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,36,0,1,0,10,0,2,0,0,0,1,0,1,0,2
富山県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,1,4,0,4,0,1,0,0,0,1,0,7,1,1,0,0,0,2,0,0,0,17,0,0,1,6,0,1,0,0,0,0,0,1,0,0
石川県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,2,0,3,0,3,0,0,0,3,0,1,0,6,0,1,0,0,0,1,0,7,0,0,0,3,0,0,0,0,0,0,0,1,0,0
福井県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,2,0,4,0,0,0,1,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0
山梨県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,1,0,2,0,0,0,1,0,1,0,0,0,1,0,1,0,0
長野県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,208,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,20,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,0,0,0,0,0,17,0,2,0,3,0,0,1,4,0,5,0,5,0,0,0,1,0,0,0,19,0,0,0,0,0,3,0,0,0,0,0,2,0,1
岐阜県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,276,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,28,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,11,0,0,0,1,0,0,0,0,0,3,0,11,0,1,0,4,0,0,0,16,0,0,0,6,0,1,0,0,0,1,0,1,1,3
静岡県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,352,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,329,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,19,0,0,0,0,0,18,0,3,0,11,0,0,0,6,0,6,0,13,0,1,0,2,0,0,0,28,0,0,2,18,0,4,0,0,0,1,0,4,0,30
愛知県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1220,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,76,0,2,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,35,0,0,0,0,0,48,0,9,1,14,0,0,0,8,0,11,1,71,0,1,0,11,0,1,1,77,0,0,1,79,0,1,0,0,0,1,0,17,0,46
三重県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,46,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,3,0,1,0,3,0,2,0,1,0,1,0,7,0,2,0,2,0,0,0,27,0,0,0,10,0,0,0,0,0,0,0,8,0,1
滋賀県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,5,0,4,0,1,0,2,0,0,0,17,0,0,0,4,0,1,0,0,0,0,0,0,0,2
京都府,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,51,0,1,1,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,15,0,3,0,2,0,0,0,2,0,4,0,7,0,1,0,3,0,0,0,35,0,0,0,10,0,2,0,0,0,0,0,1,0,24
大阪府,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1011,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,138,0,4,0,1,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45,0,1,0,0,0,77,0,20,0,17,0,2,0,3,0,7,2,117,0,5,0,10,0,2,0,87,0,1,3,142,0,1,0,0,0,1,0,14,0,45
兵庫県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,581,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,84,0,0,0,0,0,2,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,25,0,0,0,0,0,26,0,9,1,13,0,0,0,3,0,9,0,20,0,2,0,7,0,1,0,69,0,1,0,20,0,1,0,0,0,0,0,5,2,15
奈良県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,10,0,1,0,3,0,0,0,0,0,1,0,8,0,0,0,1,0,0,0,13,0,0,0,7,0,1,0,0,0,0,0,5,0,1
和歌山県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,2,0,2,0,0,0,5,0,0,0,4,0,0,0,4,0,2,0,0,0,0,0,1,0,26
鳥取県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0
島根県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,1,3,0,1,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,9,0,1,0,2,0,1,0,0,0,0,0,0,0,0
