報告数・累積報告数、疾病・都道府県別,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014年44週(10月27日～11月02日),2014年11月05日作成,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,エボラ出血熱,,クリミア・コンゴ出血熱,,痘そう,,南米出血熱,,ペスト,,マールブルグ病,,ラッサ熱,,急性灰白髄炎,,結核,,ジフテリア,,重症急性呼吸器症候群,,中東呼吸器症候群,,鳥インフルエンザ（Ｈ５Ｎ１）,,鳥インフルエンザ（Ｈ７Ｎ９）,,コレラ,,細菌性赤痢,,腸管出血性大腸菌感染症,,腸チフス,,パラチフス,,Ｅ型肝炎,,ウエストナイル熱,,Ａ型肝炎,,エキノコックス症,,黄熱,,オウム病,,オムスク出血熱,,回帰熱,,キャサヌル森林病,,Ｑ熱,,狂犬病,,コクシジオイデス症,,サル痘,,重症熱性血小板減少症候群,,腎症候性出血熱,,西部ウマ脳炎,,ダニ媒介脳炎,,炭疽,,チクングニア熱,,つつが虫病,,デング熱,,東部ウマ脳炎,,鳥インフルエンザ(Ｈ５Ｎ１を除く）,,ニパウイルス感染症,,日本紅斑熱,,日本脳炎,,ハンタウイルス肺症候群,,Ｂウイルス病,,鼻疽,,ブルセラ症,,ベネズエラウマ脳炎,,ヘンドラウイルス感染症,,発しんチフス,,ボツリヌス症,,マラリア,,野兎病,,ライム病,,リッサウイルス感染症,,リフトバレー熱,,類鼻疽,,レジオネラ症,,レプトスピラ症,,ロッキー山紅斑熱,,アメーバ赤痢,,ウイルス性肝炎,,カルバペネム耐性腸内細菌感染症,,急性脳炎,,クリプトスポリジウム症,,クロイツフェルト・ヤコブ病,,劇症型溶血性レンサ球菌感染症,,後天性免疫不全症候群,,ジアルジア症,,侵襲性インフルエンザ菌感染症,,侵襲性髄膜炎菌感染症,,侵襲性肺炎球菌感染症,,水痘（入院例）,,先天性風しん症候群,,梅毒,,播種性クリプトコックス症,,破傷風,,バンコマイシン耐性黄色ブドウ球菌感染症,,バンコマイシン耐性腸球菌感染症,,風しん,,麻しん,,薬剤耐性アシネトバクター感染症,
岐阜県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,378,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,36,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,18,0,0,0,0,0,13,0,0,0,0,0,1,0,0,0,0,0,3,0,20,0,1,0,5,0,0,0,18,2,3,0,0,0,10,0,0,0,1,0,0,0,1,0,2,0,3,0,0
静岡県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,456,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,370,0,1,0,1,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,18,0,3,0,2,0,12,0,0,0,6,0,9,0,18,0,1,0,2,0,0,0,33,0,1,0,0,0,25,0,1,0,6,0,0,0,1,0,4,0,32,0,0
愛知県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1559,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1,120,0,2,0,1,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,47,0,0,0,0,1,58,0,11,0,7,0,17,0,0,0,10,0,12,0,82,0,2,0,12,0,2,3,90,1,5,0,0,0,99,0,0,0,3,0,0,0,1,1,18,0,46,0,0
三重県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,305,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,55,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,4,0,0,0,0,0,0,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,6,0,3,0,1,0,4,0,2,0,1,0,1,0,7,0,2,0,2,0,0,1,28,0,1,0,0,1,16,0,0,0,1,0,0,0,0,0,8,0,1,0,0
滋賀県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,10,0,0,1,4,0,1,0,0,0,0,0,6,0,6,0,1,0,3,0,0,0,18,0,1,0,0,0,6,0,0,0,1,0,0,0,1,0,0,0,2,0,0
京都府,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,541,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,63,0,2,0,1,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0,0,18,0,4,0,1,0,3,0,0,0,3,0,4,2,13,0,2,0,3,0,0,0,38,0,1,0,0,0,12,0,0,0,3,0,0,0,1,1,3,0,25,0,0
大阪府,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1346,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,190,0,4,0,1,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,56,0,1,0,0,1,105,0,24,0,19,0,24,0,2,0,7,0,14,0,159,0,7,1,13,0,4,0,98,0,2,0,1,1,192,0,0,0,2,0,0,0,3,0,16,0,45,0,0
兵庫県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,740,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,105,0,1,0,0,0,2,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,36,0,10,0,2,0,14,0,0,0,3,0,10,1,29,0,3,0,11,0,1,1,75,0,4,0,1,1,35,0,0,0,1,0,0,0,1,0,6,0,19,0,0
奈良県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,13,0,1,0,2,0,3,0,0,0,0,0,2,0,14,0,0,0,2,0,0,0,16,0,1,0,0,0,13,0,0,0,1,0,0,0,0,0,5,0,1,0,0
和歌山県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,2,0,0,0,1,0,0,0,2,0,2,0,3,0,0,0,6,0,0,0,5,0,3,0,0,0,5,0,0,0,2,0,0,0,0,0,1,0,26,0,0
