報告数・累積報告数、疾病・都道府県別,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014年51週(12月15日～12月21日),2014年12月24日作成,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,エボラ出血熱,,クリミア・コンゴ出血熱,,痘そう,,南米出血熱,,ペスト,,マールブルグ病,,ラッサ熱,,急性灰白髄炎,,結核,,ジフテリア,,重症急性呼吸器症候群,,中東呼吸器症候群,,鳥インフルエンザ（Ｈ５Ｎ１）,,鳥インフルエンザ（Ｈ７Ｎ９）,,コレラ,,細菌性赤痢,,腸管出血性大腸菌感染症,,腸チフス,,パラチフス,,Ｅ型肝炎,,ウエストナイル熱,,Ａ型肝炎,,エキノコックス症,,黄熱,,オウム病,,オムスク出血熱,,回帰熱,,キャサヌル森林病,,Ｑ熱,,狂犬病,,コクシジオイデス症,,サル痘,,重症熱性血小板減少症候群,,腎症候性出血熱,,西部ウマ脳炎,,ダニ媒介脳炎,,炭疽,,チクングニア熱,,つつが虫病,,デング熱,,東部ウマ脳炎,,鳥インフルエンザ(Ｈ５Ｎ１を除く）,,ニパウイルス感染症,,日本紅斑熱,,日本脳炎,,ハンタウイルス肺症候群,,Ｂウイルス病,,鼻疽,,ブルセラ症,,ベネズエラウマ脳炎,,ヘンドラウイルス感染症,,発しんチフス,,ボツリヌス症,,マラリア,,野兎病,,ライム病,,リッサウイルス感染症,,リフトバレー熱,,類鼻疽,,レジオネラ症,,レプトスピラ症,,ロッキー山紅斑熱,,アメーバ赤痢,,ウイルス性肝炎,,カルバペネム耐性腸内細菌感染症,,急性脳炎,,クリプトスポリジウム症,,クロイツフェルト・ヤコブ病,,劇症型溶血性レンサ球菌感染症,,後天性免疫不全症候群,,ジアルジア症,,侵襲性インフルエンザ菌感染症,,侵襲性髄膜炎菌感染症,,侵襲性肺炎球菌感染症,,水痘（入院例）,,先天性風しん症候群,,梅毒,,播種性クリプトコックス症,,破傷風,,バンコマイシン耐性黄色ブドウ球菌感染症,,バンコマイシン耐性腸球菌感染症,,風しん,,麻しん,,薬剤耐性アシネトバクター感染症,
栃木県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,347,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,51,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,6,0,4,0,3,0,14,0,0,0,1,0,4,1,21,0,0,0,3,0,0,0,10,0,2,0,0,0,33,0,2,0,4,0,0,0,1,0,4,0,0,0,0
群馬県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,17,0,3,0,11,0,14,0,0,0,0,0,5,0,21,0,2,0,1,0,1,0,28,0,1,0,0,0,8,0,1,0,4,0,0,0,3,0,0,0,3,0,0
埼玉県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1305,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,263,0,2,0,1,0,10,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,3,53,0,0,0,0,0,40,1,9,0,3,1,26,0,1,0,6,0,9,1,44,0,1,0,10,0,2,0,73,0,3,0,0,0,49,0,3,0,5,0,0,0,6,0,10,0,29,0,2
千葉県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1280,0,0,0,0,0,0,0,0,0,0,0,0,1,17,4,185,0,2,0,1,0,11,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,19,0,18,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,57,0,1,0,0,0,43,0,6,0,8,0,55,0,0,0,7,0,7,0,56,0,3,0,8,0,1,2,63,0,2,0,1,0,77,0,0,0,4,0,0,0,1,0,17,0,25,0,2
東京都,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3871,0,0,0,0,0,0,0,0,0,0,0,3,0,40,2,362,0,27,0,7,1,25,0,0,1,37,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,17,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,27,0,0,0,2,0,0,0,0,0,0,1,100,0,5,0,0,2,223,0,46,3,50,1,51,0,76,0,16,0,41,6,491,2,15,1,21,0,9,2,216,0,10,0,3,7,484,0,4,0,9,0,0,0,4,0,95,1,93,0,2
神奈川県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1798,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,272,0,3,0,1,0,9,0,0,0,25,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,1,127,0,3,0,0,1,113,0,8,0,23,2,37,0,0,0,13,1,20,0,90,0,3,1,17,0,4,0,157,0,8,0,0,1,101,0,2,0,6,0,0,0,5,0,70,0,48,0,3
新潟県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,314,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,55,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,2,0,0,1,18,0,0,0,0,0,9,0,0,0,3,0,6,0,3,0,0,0,3,0,0,1,60,0,3,0,1,0,16,0,2,0,2,0,0,0,1,0,1,0,2,0,0
富山県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,213,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,17,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,0,0,0,0,0,5,0,6,0,5,0,1,0,0,0,1,0,8,0,2,0,0,0,3,0,0,0,26,0,3,0,0,0,10,0,0,0,2,0,0,0,0,0,1,0,0,0,0
石川県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,184,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,42,0,0,0,0,0,2,0,3,0,5,0,3,0,0,0,3,0,2,0,12,0,1,0,0,0,1,0,15,1,2,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0
福井県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,2,0,2,0,7,0,0,0,1,0,0,1,23,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
山梨県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,1,0,0,0,2,0,2,0,0,0,0,0,3,0,0,0,1,0,0,0,2,0,1,0,0,0,0
長野県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,324,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,56,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0,0,0,0,0,22,0,3,0,6,0,4,0,0,0,4,0,7,1,8,0,0,0,2,0,0,0,27,0,2,0,0,1,2,1,2,0,4,0,0,0,1,0,2,0,1,0,0
岐阜県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,427,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,37,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0,1,17,0,0,0,0,0,1,0,0,0,1,0,4,0,20,0,1,0,5,0,0,0,25,0,4,0,0,0,11,0,0,0,1,0,0,0,1,0,2,0,3,0,0
静岡県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,523,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,375,0,1,0,1,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,20,0,3,0,9,0,12,0,0,0,7,0,14,0,23,0,1,0,2,0,0,0,37,0,2,0,0,0,29,0,1,0,6,0,0,0,1,0,4,0,32,0,0
愛知県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1822,0,0,0,0,0,0,0,0,0,0,0,1,1,9,0,130,0,2,0,1,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,56,0,0,0,0,1,68,0,12,0,16,0,17,0,0,0,10,0,18,0,96,0,2,1,15,0,2,1,116,0,10,0,0,1,107,0,1,0,4,0,0,0,1,0,21,0,46,0,0
三重県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,354,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,58,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,6,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,8,0,3,0,9,0,4,0,2,0,1,0,1,0,10,0,3,0,2,0,0,1,34,0,3,0,0,0,17,0,0,0,1,0,0,0,0,0,8,0,1,0,0
滋賀県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,225,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,83,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0,1,12,0,0,0,4,0,1,0,0,0,0,0,6,0,8,0,1,0,4,0,0,1,19,0,1,0,0,0,7,0,0,0,1,0,0,0,1,0,0,0,3,0,0
京都府,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,643,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,72,0,2,0,1,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,26,0,0,0,0,0,20,0,4,0,9,0,4,0,0,0,3,0,5,0,16,0,2,0,3,0,0,3,49,0,2,0,0,0,12,0,0,0,3,0,0,0,1,0,2,0,25,0,0
大阪府,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1554,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,202,0,4,0,1,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,21,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,64,0,2,0,0,3,122,0,27,2,38,0,27,0,2,1,9,0,15,5,198,1,9,0,17,0,5,0,120,0,5,0,1,5,232,0,2,0,2,0,0,1,4,0,18,0,45,0,0
兵庫県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,864,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,113,0,1,0,0,0,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,49,0,0,0,0,3,41,0,11,1,9,0,15,0,0,0,3,1,16,2,34,0,3,0,13,0,2,1,91,0,7,0,1,0,38,0,1,0,1,0,0,0,3,1,7,0,19,0,0
奈良県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,14,0,1,0,4,0,3,0,0,0,0,0,3,0,14,0,0,0,2,0,0,1,20,0,5,0,0,0,15,0,0,0,1,0,0,0,0,0,5,0,1,0,0
和歌山県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,10,0,1,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,2,0,2,0,0,0,1,0,0,0,2,0,5,0,3,0,0,0,6,0,0,0,8,0,6,0,0,0,10,1,1,0,2,0,0,0,0,0,1,0,26,0,1
