報告数・累積報告数、疾病・都道府県別,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016年46週(11月14日～11月20日),2016年11月24日作成,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,エボラ出血熱,,クリミア・コンゴ出血熱,,痘そう,,南米出血熱,,ペスト,,マールブルグ病,,ラッサ熱,,急性灰白髄炎,,結核,,ジフテリア,,重症急性呼吸器症候群,,中東呼吸器症候群,,鳥インフルエンザ（Ｈ５Ｎ１）,,鳥インフルエンザ（Ｈ７Ｎ９）,,コレラ,,細菌性赤痢,,腸管出血性大腸菌感染症,,腸チフス,,パラチフス,,Ｅ型肝炎,,ウエストナイル熱,,Ａ型肝炎,,エキノコックス症,,黄熱,,オウム病,,オムスク出血熱,,回帰熱,,キャサヌル森林病,,Ｑ熱,,狂犬病,,コクシジオイデス症,,サル痘,,ジカウイルス感染症,,重症熱性血小板減少症候群,,腎症候性出血熱,,西部ウマ脳炎,,ダニ媒介脳炎,,炭疽,,チクングニア熱,,つつが虫病,,デング熱,,東部ウマ脳炎,,鳥インフルエンザ(Ｈ５Ｎ１を除く）,,ニパウイルス感染症,,日本紅斑熱,,日本脳炎,,ハンタウイルス肺症候群,,Ｂウイルス病,,鼻疽,,ブルセラ症,,ベネズエラウマ脳炎,,ヘンドラウイルス感染症,,発しんチフス,,ボツリヌス症,,マラリア,,野兎病,,ライム病,,リッサウイルス感染症,,リフトバレー熱,,類鼻疽,,レジオネラ症,,レプトスピラ症,,ロッキー山紅斑熱,,アメーバ赤痢,,ウイルス性肝炎,,カルバペネム耐性腸内細菌感染症,,急性脳炎,,クリプトスポリジウム症,,クロイツフェルト・ヤコブ病,,劇症型溶血性レンサ球菌感染症,,後天性免疫不全症候群,,ジアルジア症,,侵襲性インフルエンザ菌感染症,,侵襲性髄膜炎菌感染症,,侵襲性肺炎球菌感染症,,水痘（入院例）,,先天性風しん症候群,,梅毒,,播種性クリプトコックス症,,破傷風,,バンコマイシン耐性黄色ブドウ球菌感染症,,バンコマイシン耐性腸球菌感染症,,風しん,,麻しん,,薬剤耐性アシネトバクター感染症,
栃木県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,284,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,35,0,0,0,1,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,0,0,0,0,0,12,0,1,0,9,2,18,0,1,0,2,0,5,0,9,0,0,0,1,0,0,1,23,0,3,0,0,0,37,0,3,0,2,0,0,0,0,0,1,0,0,0,0
群馬県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,230,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,83,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,36,0,0,0,0,0,10,0,2,0,11,0,13,0,0,0,2,0,2,0,15,0,1,0,2,0,0,0,44,0,2,0,0,0,28,0,1,0,2,0,0,0,1,0,1,0,1,0,0
埼玉県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1194,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,164,0,2,0,0,0,14,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,81,0,0,0,0,0,44,0,7,1,47,0,35,0,0,0,5,0,19,1,38,0,1,0,8,0,2,1,81,0,9,0,0,2,161,0,6,0,3,0,0,0,7,0,4,0,7,0,6
千葉県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1242,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,169,0,1,0,0,0,22,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,32,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,64,0,3,0,0,1,46,0,9,3,61,1,55,0,1,0,8,0,20,1,39,0,2,0,12,0,1,1,129,0,2,0,0,0,109,0,7,0,7,0,0,0,0,0,13,0,24,0,3
東京都,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,3229,0,0,0,0,0,0,0,0,0,0,0,2,1,36,7,434,0,17,0,8,1,34,0,0,1,63,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,18,0,0,0,0,0,0,0,0,0,0,4,129,0,7,0,0,2,193,0,63,2,172,0,76,0,1,0,15,0,61,5,416,0,14,0,41,0,5,3,297,1,47,0,0,27,1491,2,17,0,4,0,0,0,2,1,19,0,22,0,1
神奈川県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1495,0,0,0,0,0,0,0,0,0,0,0,2,0,7,6,260,0,2,0,0,0,25,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,4,111,0,4,0,0,1,91,0,16,4,96,0,62,0,2,0,4,0,48,4,73,0,3,0,17,0,5,4,198,0,24,0,0,7,256,0,5,0,6,0,0,0,8,0,9,1,8,0,4
新潟県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,310,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,45,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,0,1,0,0,0,14,0,1,0,15,0,3,0,0,1,5,0,11,0,4,0,1,0,8,0,0,2,57,0,3,0,0,0,39,0,0,0,3,0,0,0,0,0,1,0,0,0,0
富山県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,163,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,13,0,1,0,0,0,11,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,3,0,1,0,9,0,3,0,0,0,1,0,7,0,5,0,4,0,4,0,0,0,21,0,0,0,0,2,10,0,0,0,4,0,0,0,0,0,0,0,0,0,1
石川県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,145,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,33,0,1,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,23,0,0,0,0,0,5,0,1,1,12,0,0,0,0,0,2,0,9,0,4,0,0,0,7,0,0,0,23,0,5,0,0,0,15,0,2,0,3,0,0,0,0,0,1,0,0,0,0
福井県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,0,0,0,0,0,7,0,0,0,6,0,2,0,0,0,1,0,4,0,0,0,0,0,2,0,1,0,13,0,2,0,0,0,13,0,2,0,1,0,0,0,0,0,1,0,0,0,0
山梨県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,1,0,8,0,0,0,0,0,0,0,2,0,8,0,0,0,1,0,0,0,9,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0
長野県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,246,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35,0,1,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,1,19,0,7,0,32,0,11,0,0,0,0,0,7,0,5,0,1,0,3,0,0,1,52,0,7,0,0,0,16,1,3,0,5,0,0,0,0,1,3,0,1,0,0
岐阜県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,32,0,0,0,0,0,11,0,1,0,9,0,0,0,0,0,2,0,6,1,24,0,0,0,3,0,3,1,38,0,5,0,0,0,32,0,4,0,0,0,0,0,0,0,3,0,0,0,0
静岡県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,396,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,90,0,0,0,1,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,8,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,50,0,2,0,0,0,22,0,7,0,18,0,31,0,1,0,6,1,13,1,21,0,1,0,9,0,0,0,65,0,11,0,0,0,55,0,3,0,4,0,0,0,2,0,7,0,1,0,0
愛知県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1562,0,0,0,0,0,0,0,0,0,0,0,1,0,9,1,150,0,5,0,0,0,4,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,85,0,0,0,0,0,58,0,5,2,65,0,36,0,0,0,11,0,22,0,89,0,1,0,21,0,6,1,131,0,10,0,0,2,228,0,11,0,5,0,0,0,0,0,20,0,5,0,2
三重県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,267,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,43,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,1,9,0,2,0,38,0,2,0,0,0,3,0,9,0,11,0,1,0,2,0,0,0,26,0,2,0,0,0,34,0,2,0,1,0,0,0,1,0,1,0,2,0,1
滋賀県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,7,0,4,1,7,0,3,0,0,0,1,0,5,1,8,0,3,0,3,0,0,1,30,0,1,0,0,3,19,0,2,0,3,0,0,0,0,0,0,0,1,0,0
京都府,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,4,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,23,0,2,0,0,0,19,0,4,0,33,0,18,0,0,0,3,0,9,0,17,0,5,1,11,0,5,0,85,0,5,0,0,1,58,0,0,0,1,0,0,0,1,0,0,0,2,0,7
大阪府,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1453,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,220,0,2,0,2,0,7,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,71,1,1,0,0,1,104,0,25,0,128,1,41,0,1,0,10,0,23,1,158,0,3,2,24,1,3,4,159,0,24,0,0,9,524,0,7,0,4,0,0,0,8,0,11,0,50,0,2
兵庫県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,732,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,122,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,14,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69,0,0,0,0,0,44,1,16,2,66,0,43,0,0,0,9,0,26,0,27,0,1,0,14,0,3,0,117,1,5,0,0,2,153,0,3,0,0,0,0,0,0,0,9,0,20,0,0
奈良県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,238,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,23,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,11,0,1,0,18,0,4,0,0,0,3,0,4,0,3,0,1,0,5,0,1,0,18,0,2,0,0,0,33,1,1,0,3,0,0,0,2,0,0,0,3,0,0
和歌山県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,2,0,0,1,6,0,2,0,4,0,3,0,0,0,1,0,3,0,6,0,0,0,2,0,0,0,10,0,2,0,0,0,15,0,2,0,1,0,0,0,0,0,0,0,1,0,1
