年,週,都道府県,インフルエンザ_報告,インフルエンザ_定当,ＲＳウイルス感染症_報告,ＲＳウイルス感染症_定当,咽頭結膜熱_報告,咽頭結膜熱_定当,Ａ群溶血性レンサ球菌咽頭炎_報告,Ａ群溶血性レンサ球菌咽頭炎_定当,感染性胃腸炎_報告,感染性胃腸炎_定当,水痘_報告,水痘_定当,手足口病_報告,手足口病_定当,伝染性紅斑_報告,伝染性紅斑_定当,突発性発しん_報告,突発性発しん_定当,ヘルパンギーナ_報告,ヘルパンギーナ_定当,流行性耳下腺炎_報告,流行性耳下腺炎_定当,急性出血性結膜炎_報告,急性出血性結膜炎_定当,流行性角結膜炎_報告,流行性角結膜炎_定当,細菌性髄膜炎_報告,細菌性髄膜炎_定当,無菌性髄膜炎_報告,無菌性髄膜炎_定当,マイコプラズマ肺炎_報告,マイコプラズマ肺炎_定当,クラミジア肺炎_報告,クラミジア肺炎_定当,感染性胃腸炎（ロタウイルス）_報告,感染性胃腸炎（ロタウイルス）_定当
2021,50,京都府,2,0.02,30,0.39,19,0.25,20,0.26,637,8.38,5,0.07,126,1.66,-,-,18,0.24,21,0.28,1,0.01,-,-,2,0.11,1,0.14,-,-,-,-,-,-,-,-
2021,50,大阪府,1,0.00,44,0.22,44,0.22,87,0.44,2107,10.70,22,0.11,272,1.38,2,0.01,50,0.25,47,0.24,5,0.03,-,-,5,0.10,-,-,-,-,-,-,-,-,-,-
2021,50,兵庫県,3,0.02,26,0.20,30,0.23,44,0.34,1538,12.02,31,0.24,130,1.02,2,0.02,34,0.27,28,0.22,2,0.02,-,-,5,0.14,-,-,2,0.14,-,-,-,-,-,-
2021,50,奈良県,-,-,1,0.03,9,0.26,-,-,416,12.24,3,0.09,59,1.74,-,-,16,0.47,3,0.09,-,-,-,-,-,-,1,0.17,-,-,-,-,-,-,1,0.17
2021,50,和歌山県,-,-,-,-,11,0.37,12,0.40,180,6.00,2,0.07,47,1.57,-,-,7,0.23,11,0.37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021,50,鳥取県,-,-,-,-,4,0.21,40,2.11,109,5.74,6,0.32,85,4.47,-,-,9,0.47,15,0.79,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021,50,島根県,-,-,-,-,5,0.22,12,0.52,114,4.96,7,0.30,116,5.04,-,-,18,0.78,7,0.30,-,-,-,-,-,-,-,-,1,0.13,-,-,-,-,-,-
2021,50,岡山県,3,0.04,3,0.06,9,0.17,19,0.35,296,5.48,5,0.09,49,0.91,-,-,20,0.37,2,0.04,3,0.06,-,-,2,0.17,2,0.40,-,-,-,-,-,-,-,-
2021,50,広島県,1,0.01,56,0.78,34,0.47,34,0.47,430,5.97,14,0.19,161,2.24,-,-,26,0.36,33,0.46,1,0.01,-,-,3,0.16,-,-,-,-,-,-,-,-,-,-
2021,50,山口県,-,-,5,0.11,15,0.33,28,0.61,447,9.72,-,-,29,0.63,-,-,25,0.54,3,0.07,1,0.02,-,-,4,0.44,-,-,-,-,-,-,-,-,-,-
2021,50,徳島県,-,-,-,-,9,0.39,4,0.17,169,7.35,1,0.04,78,3.39,-,-,13,0.57,2,0.09,-,-,-,-,1,0.25,-,-,-,-,-,-,-,-,-,-
2021,50,香川県,-,-,-,-,14,0.50,8,0.29,157,5.61,8,0.29,79,2.82,2,0.07,15,0.54,22,0.79,1,0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021,50,愛媛県,-,-,2,0.05,2,0.05,43,1.16,375,10.14,8,0.22,61,1.65,-,-,22,0.59,5,0.14,-,-,-,-,5,0.63,-,-,-,-,-,-,-,-,-,-
2021,50,高知県,1,0.02,-,-,7,0.25,26,0.93,85,3.04,3,0.11,2,0.07,-,-,7,0.25,1,0.04,-,-,-,-,-,-,1,0.13,1,0.13,1,0.13,-,-,-,-
2021,50,福岡県,-,-,210,1.75,58,0.48,240,2.00,1123,9.36,27,0.23,142,1.18,2,0.02,66,0.55,5,0.04,8,0.07,1,0.04,2,0.08,-,-,-,-,-,-,-,-,1,0.07
2021,50,佐賀県,-,-,52,2.26,11,0.48,12,0.52,301,13.09,8,0.35,34,1.48,-,-,14,0.61,11,0.48,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021,50,長崎県,1,0.01,35,0.80,10,0.23,210,4.77,475,10.80,7,0.16,46,1.05,1,0.02,11,0.25,6,0.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021,50,熊本県,-,-,91,1.82,17,0.34,18,0.36,477,9.54,4,0.08,99,1.98,-,-,32,0.64,19,0.38,3,0.06,-,-,3,0.33,-,-,-,-,-,-,-,-,-,-
2021,50,大分県,-,-,-,-,23,0.64,9,0.25,382,10.61,19,0.53,56,1.56,-,-,18,0.50,3,0.08,-,-,-,-,2,0.40,-,-,-,-,-,-,-,-,-,-
2021,50,宮崎県,-,-,43,1.19,24,0.67,160,4.44,280,7.78,37,1.03,89,2.47,1,0.03,23,0.64,6,0.17,-,-,-,-,3,0.50,-,-,-,-,-,-,-,-,-,-
2021,50,鹿児島県,2,0.02,194,3.59,40,0.74,25,0.46,400,7.41,5,0.09,297,5.50,-,-,15,0.28,27,0.50,4,0.07,-,-,1,0.14,-,-,-,-,-,-,-,-,-,-
2021,50,沖縄県,1,0.02,87,2.56,20,0.59,72,2.12,59,1.74,6,0.18,90,2.65,1,0.03,9,0.26,9,0.26,3,0.09,-,-,1,0.11,-,-,-,-,-,-,-,-,-,-
2021,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
