年,週,都道府県,インフルエンザ_報告,インフルエンザ_定当,ＲＳウイルス感染症_報告,ＲＳウイルス感染症_定当,咽頭結膜熱_報告,咽頭結膜熱_定当,Ａ群溶血性レンサ球菌咽頭炎_報告,Ａ群溶血性レンサ球菌咽頭炎_定当,感染性胃腸炎_報告,感染性胃腸炎_定当,水痘_報告,水痘_定当,手足口病_報告,手足口病_定当,伝染性紅斑_報告,伝染性紅斑_定当,突発性発しん_報告,突発性発しん_定当,ヘルパンギーナ_報告,ヘルパンギーナ_定当,流行性耳下腺炎_報告,流行性耳下腺炎_定当,急性出血性結膜炎_報告,急性出血性結膜炎_定当,流行性角結膜炎_報告,流行性角結膜炎_定当,細菌性髄膜炎_報告,細菌性髄膜炎_定当,無菌性髄膜炎_報告,無菌性髄膜炎_定当,マイコプラズマ肺炎_報告,マイコプラズマ肺炎_定当,クラミジア肺炎_報告,クラミジア肺炎_定当,感染性胃腸炎（ロタウイルス）_報告,感染性胃腸炎（ロタウイルス）_定当
2023,01,鳥取県,121,4.17,1,0.05,6,0.32,13,0.68,41,2.16,1,0.05,1,0.05,1,0.05,2,0.11,1,0.05,-,-,-,-,1,0.20,-,-,-,-,-,-,-,-,-,-
2023,01,島根県,80,2.11,-,-,2,0.09,3,0.13,53,2.30,1,0.04,4,0.17,-,-,11,0.48,-,-,-,-,-,-,1,0.33,-,-,-,-,-,-,-,-,-,-
2023,01,岡山県,307,3.65,9,0.17,5,0.09,10,0.19,266,4.93,6,0.11,8,0.15,-,-,6,0.11,1,0.02,-,-,1,0.08,4,0.33,-,-,1,0.20,-,-,-,-,-,-
2023,01,広島県,274,2.40,9,0.13,8,0.11,9,0.13,399,5.62,4,0.06,7,0.10,-,-,13,0.18,4,0.06,1,0.01,1,0.05,2,0.11,-,-,-,-,-,-,-,-,-,-
2023,01,山口県,201,3.05,12,0.27,2,0.04,19,0.42,143,3.18,1,0.02,4,0.09,1,0.02,13,0.29,4,0.09,1,0.02,-,-,7,0.78,-,-,-,-,-,-,-,-,-,-
2023,01,徳島県,172,4.65,2,0.09,-,-,-,-,101,4.39,1,0.04,5,0.22,-,-,11,0.48,-,-,-,-,-,-,1,0.25,1,0.14,-,-,-,-,-,-,-,-
2023,01,香川県,171,3.64,13,0.46,4,0.14,-,-,209,7.46,-,-,3,0.11,-,-,3,0.11,1,0.04,-,-,-,-,1,0.20,-,-,-,-,1,0.20,-,-,-,-
2023,01,愛媛県,451,7.39,6,0.16,1,0.03,24,0.65,161,4.35,1,0.03,10,0.27,-,-,12,0.32,3,0.08,3,0.08,-,-,2,0.25,-,-,-,-,-,-,-,-,-,-
2023,01,高知県,129,2.87,8,0.30,2,0.07,-,-,102,3.78,1,0.04,8,0.30,-,-,10,0.37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0.13
2023,01,福岡県,1895,9.62,40,0.33,19,0.16,55,0.46,532,4.43,8,0.07,37,0.31,-,-,32,0.27,11,0.09,1,0.01,-,-,2,0.08,-,-,-,-,-,-,-,-,-,-
2023,01,佐賀県,393,10.08,10,0.43,3,0.13,4,0.17,48,2.09,-,-,5,0.22,-,-,11,0.48,1,0.04,1,0.04,-,-,2,0.50,-,-,-,-,-,-,-,-,-,-
2023,01,長崎県,498,7.11,21,0.48,7,0.16,61,1.39,142,3.23,11,0.25,6,0.14,1,0.02,9,0.20,1,0.02,1,0.02,-,-,2,0.25,-,-,-,-,-,-,-,-,-,-
2023,01,熊本県,437,5.46,14,0.28,5,0.10,6,0.12,233,4.66,3,0.06,15,0.30,-,-,18,0.36,7,0.14,2,0.04,-,-,2,0.22,-,-,-,-,-,-,-,-,-,-
2023,01,大分県,298,5.14,2,0.06,3,0.08,8,0.22,204,5.67,2,0.06,6,0.17,1,0.03,9,0.25,1,0.03,1,0.03,-,-,3,0.60,-,-,-,-,-,-,-,-,-,-
2023,01,宮崎県,705,12.37,7,0.19,9,0.25,16,0.44,175,4.86,3,0.08,-,-,-,-,10,0.28,6,0.17,3,0.08,-,-,3,0.50,-,-,-,-,-,-,-,-,-,-
2023,01,鹿児島県,599,6.58,18,0.33,16,0.30,11,0.20,184,3.41,3,0.06,16,0.30,1,0.02,10,0.19,1,0.02,1,0.02,-,-,1,0.14,-,-,-,-,-,-,-,-,-,-
2023,01,沖縄県,995,17.77,11,0.33,5,0.15,22,0.67,36,1.09,5,0.15,12,0.36,-,-,7,0.21,4,0.12,1,0.03,1,0.11,6,0.67,-,-,-,-,-,-,-,-,-,-
2023,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
