年,週,都道府県,インフルエンザ_報告,インフルエンザ_定当,ＲＳウイルス感染症_報告,ＲＳウイルス感染症_定当,咽頭結膜熱_報告,咽頭結膜熱_定当,Ａ群溶血性レンサ球菌咽頭炎_報告,Ａ群溶血性レンサ球菌咽頭炎_定当,感染性胃腸炎_報告,感染性胃腸炎_定当,水痘_報告,水痘_定当,手足口病_報告,手足口病_定当,伝染性紅斑_報告,伝染性紅斑_定当,突発性発しん_報告,突発性発しん_定当,ヘルパンギーナ_報告,ヘルパンギーナ_定当,流行性耳下腺炎_報告,流行性耳下腺炎_定当,急性出血性結膜炎_報告,急性出血性結膜炎_定当,流行性角結膜炎_報告,流行性角結膜炎_定当,細菌性髄膜炎_報告,細菌性髄膜炎_定当,無菌性髄膜炎_報告,無菌性髄膜炎_定当,マイコプラズマ肺炎_報告,マイコプラズマ肺炎_定当,クラミジア肺炎_報告,クラミジア肺炎_定当,感染性胃腸炎（ロタウイルス）_報告,感染性胃腸炎（ロタウイルス）_定当
2023,01,総数,23139,4.73,576,0.18,362,0.12,667,0.21,10915,3.50,271,0.09,322,0.10,21,0.01,556,0.18,83,0.03,63,0.02,4,0.01,149,0.22,5,0.01,2,0.00,8,0.02,-,-,1,0.00
2023,01,北海道,1247,5.49,44,0.32,36,0.26,53,0.39,156,1.14,23,0.17,6,0.04,-,-,11,0.08,1,0.01,-,-,-,-,1,0.03,-,-,-,-,3,0.13,-,-,-,-
2023,01,青森県,209,3.27,3,0.07,5,0.12,2,0.05,76,1.81,2,0.05,1,0.02,1,0.02,4,0.10,-,-,2,0.05,-,-,-,-,1,0.17,-,-,2,0.33,-,-,-,-
2023,01,岩手県,107,1.70,17,0.43,4,0.10,13,0.33,112,2.80,1,0.03,2,0.05,-,-,11,0.28,1,0.03,-,-,-,-,2,0.15,-,-,-,-,-,-,-,-,-,-
2023,01,宮城県,171,1.80,24,0.41,6,0.10,10,0.17,128,2.21,3,0.05,2,0.03,2,0.03,11,0.19,-,-,2,0.03,-,-,3,0.25,-,-,-,-,-,-,-,-,-,-
2023,01,秋田県,61,1.20,2,0.06,4,0.12,6,0.18,37,1.12,2,0.06,-,-,-,-,6,0.18,5,0.15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023,01,山形県,34,0.77,8,0.28,4,0.14,5,0.17,96,3.31,6,0.21,-,-,-,-,7,0.24,-,-,1,0.03,-,-,1,0.13,1,0.10,-,-,-,-,-,-,-,-
2023,01,福島県,221,2.66,54,1.08,16,0.32,4,0.08,105,2.10,4,0.08,-,-,1,0.02,10,0.20,-,-,1,0.02,-,-,3,0.23,-,-,-,-,-,-,-,-,-,-
2023,01,茨城県,529,4.41,4,0.05,4,0.05,17,0.23,251,3.35,3,0.04,1,0.01,-,-,7,0.09,1,0.01,7,0.09,-,-,17,1.00,-,-,-,-,-,-,-,-,-,-
2023,01,栃木県,179,2.36,9,0.19,2,0.04,7,0.15,115,2.40,3,0.06,-,-,-,-,17,0.35,-,-,-,-,-,-,2,0.17,-,-,-,-,-,-,-,-,-,-
2023,01,群馬県,256,3.01,16,0.31,4,0.08,2,0.04,216,4.15,3,0.06,2,0.04,-,-,7,0.13,-,-,3,0.06,-,-,5,0.36,-,-,-,-,-,-,-,-,-,-
2023,01,埼玉県,1044,4.31,16,0.10,12,0.08,26,0.17,859,5.61,17,0.11,4,0.03,2,0.01,26,0.17,-,-,5,0.03,-,-,7,0.18,-,-,-,-,-,-,-,-,-,-
2023,01,千葉県,946,4.71,9,0.07,6,0.05,22,0.18,616,4.93,20,0.16,4,0.03,-,-,12,0.10,-,-,-,-,-,-,8,0.24,-,-,-,-,-,-,-,-,-,-
2023,01,東京都,1460,3.60,12,0.05,17,0.07,28,0.11,1211,4.73,24,0.09,13,0.05,-,-,39,0.15,3,0.01,4,0.02,-,-,2,0.05,-,-,1,0.04,-,-,-,-,-,-
2023,01,神奈川県,1379,3.96,11,0.05,10,0.05,27,0.12,844,3.84,15,0.07,9,0.04,1,0.00,35,0.16,4,0.02,7,0.03,1,0.02,21,0.46,-,-,-,-,-,-,-,-,-,-
2023,01,新潟県,200,2.33,29,0.52,8,0.14,19,0.34,143,2.55,4,0.07,1,0.02,-,-,6,0.11,1,0.02,1,0.02,-,-,4,0.40,-,-,-,-,-,-,-,-,-,-
2023,01,富山県,171,3.56,5,0.17,3,0.10,9,0.31,79,2.72,1,0.03,2,0.07,-,-,7,0.24,1,0.03,1,0.03,-,-,1,0.14,-,-,-,-,-,-,-,-,-,-
2023,01,石川県,205,4.27,3,0.10,7,0.24,3,0.10,159,5.48,4,0.14,12,0.41,-,-,6,0.21,1,0.03,1,0.03,-,-,1,0.14,-,-,-,-,-,-,-,-,-,-
2023,01,福井県,122,3.30,6,0.26,9,0.39,3,0.13,122,5.30,2,0.09,4,0.17,-,-,7,0.30,1,0.04,2,0.09,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023,01,山梨県,134,3.27,14,0.58,-,-,2,0.08,63,2.63,-,-,-,-,-,-,6,0.25,-,-,-,-,-,-,4,0.44,-,-,-,-,-,-,-,-,-,-
2023,01,長野県,286,3.25,25,0.46,1,0.02,13,0.24,165,3.06,2,0.04,1,0.02,1,0.02,14,0.26,3,0.06,-,-,-,-,10,0.83,-,-,-,-,-,-,-,-,-,-
2023,01,岐阜県,235,2.70,5,0.09,4,0.08,5,0.09,56,1.06,-,-,2,0.04,1,0.02,5,0.09,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023,01,静岡県,444,3.19,20,0.22,11,0.12,7,0.08,209,2.35,13,0.15,4,0.04,1,0.01,13,0.15,-,-,4,0.04,-,-,3,0.14,1,0.10,-,-,1,0.10,-,-,-,-
2023,01,愛知県,907,4.65,4,0.02,16,0.09,24,0.13,517,2.84,12,0.07,12,0.07,2,0.01,20,0.11,-,-,-,-,-,-,4,0.11,-,-,-,-,-,-,-,-,-,-
2023,01,三重県,309,4.41,-,-,7,0.16,9,0.20,159,3.53,6,0.13,1,0.02,1,0.02,13,0.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023,01,滋賀県,195,3.25,2,0.06,8,0.22,7,0.19,112,3.11,3,0.08,1,0.03,-,-,6,0.17,2,0.06,1,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023,01,京都府,654,5.45,9,0.13,12,0.17,25,0.35,165,2.29,14,0.19,12,0.17,-,-,5,0.07,-,-,1,0.01,-,-,2,0.11,-,-,-,-,-,-,-,-,-,-
2023,01,大阪府,2462,8.26,24,0.12,20,0.10,32,0.16,559,2.88,21,0.11,30,0.15,2,0.01,31,0.16,11,0.06,2,0.01,-,-,4,0.08,-,-,-,-,-,-,-,-,-,-
2023,01,兵庫県,818,4.11,8,0.06,24,0.19,16,0.12,424,3.29,11,0.09,30,0.23,1,0.01,19,0.15,1,0.01,-,-,-,-,2,0.06,-,-,-,-,-,-,-,-,-,-
2023,01,奈良県,218,3.96,1,0.03,5,0.15,7,0.21,70,2.06,1,0.03,10,0.29,-,-,4,0.12,1,0.03,-,-,-,-,2,0.20,1,0.17,-,-,-,-,-,-,-,-
2023,01,和歌山県,210,4.29,9,0.30,-,-,3,0.10,62,2.07,-,-,9,0.30,-,-,4,0.13,-,-,2,0.07,-,-,-,-,-,-,-,-,1,0.09,-,-,-,-
