年,週,都道府県,インフルエンザ_報告,インフルエンザ_定当,ＲＳウイルス感染症_報告,ＲＳウイルス感染症_定当,咽頭結膜熱_報告,咽頭結膜熱_定当,Ａ群溶血性レンサ球菌咽頭炎_報告,Ａ群溶血性レンサ球菌咽頭炎_定当,感染性胃腸炎_報告,感染性胃腸炎_定当,水痘_報告,水痘_定当,手足口病_報告,手足口病_定当,伝染性紅斑_報告,伝染性紅斑_定当,突発性発しん_報告,突発性発しん_定当,ヘルパンギーナ_報告,ヘルパンギーナ_定当,流行性耳下腺炎_報告,流行性耳下腺炎_定当,急性出血性結膜炎_報告,急性出血性結膜炎_定当,流行性角結膜炎_報告,流行性角結膜炎_定当,細菌性髄膜炎_報告,細菌性髄膜炎_定当,無菌性髄膜炎_報告,無菌性髄膜炎_定当,マイコプラズマ肺炎_報告,マイコプラズマ肺炎_定当,クラミジア肺炎_報告,クラミジア肺炎_定当,感染性胃腸炎（ロタウイルス）_報告,感染性胃腸炎（ロタウイルス）_定当,COVID-19_報告,COVID-19_定当
2026,01,群馬県,230,9.58,14,0.93,7,0.47,13,0.87,69,4.60,4,0.27,-,-,-,-,2,0.13,-,-,1,0.07,-,-,4,0.80,-,-,-,-,12,1.33,-,-,-,-,40,1.67
2026,01,埼玉県,1561,14.87,19,0.28,7,0.10,113,1.69,172,2.57,41,0.61,4,0.06,3,0.04,11,0.16,1,0.01,2,0.03,1,0.07,3,0.21,-,-,-,-,3,0.25,-,-,-,-,176,1.68
2026,01,千葉県,1129,7.38,9,0.10,3,0.03,69,0.74,128,1.38,9,0.10,1,0.01,1,0.01,3,0.03,-,-,-,-,-,-,1,0.04,1,0.11,1,0.11,2,0.22,-,-,-,-,106,0.69
2026,01,東京都,1374,4.89,33,0.18,13,0.07,140,0.76,554,2.99,31,0.17,3,0.02,10,0.05,10,0.05,2,0.01,1,0.01,-,-,5,0.19,-,-,1,0.04,6,0.24,-,-,1,0.04,95,0.34
2026,01,神奈川県,695,4.79,22,0.25,5,0.06,59,0.67,138,1.57,19,0.22,1,0.01,2,0.02,3,0.03,-,-,1,0.01,-,-,3,0.11,1,0.08,2,0.17,1,0.08,-,-,-,-,72,0.50
2026,01,新潟県,476,8.65,6,0.20,3,0.10,32,1.07,19,0.63,4,0.13,-,-,8,0.27,-,-,-,-,-,-,-,-,1,0.10,1,0.08,-,-,12,0.92,-,-,-,-,96,1.75
2026,01,富山県,259,6.64,5,0.21,4,0.17,23,0.96,54,2.25,2,0.08,-,-,3,0.13,2,0.08,-,-,-,-,-,-,-,-,-,-,-,-,1,0.20,-,-,-,-,15,0.38
2026,01,石川県,283,6.02,8,0.29,7,0.25,23,0.82,60,2.14,4,0.14,-,-,2,0.07,-,-,-,-,-,-,-,-,3,0.43,-,-,-,-,-,-,-,-,-,-,14,0.30
2026,01,福井県,321,8.23,8,0.32,5,0.20,27,1.08,71,2.84,3,0.12,2,0.08,2,0.08,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0.17,-,-,-,-,26,0.67
2026,01,山梨県,176,5.03,4,0.19,4,0.19,-,-,9,0.43,-,-,-,-,1,0.05,1,0.05,-,-,-,-,-,-,-,-,-,-,-,-,1,0.10,-,-,-,-,34,0.97
2026,01,長野県,544,13.60,15,0.65,-,-,25,1.09,95,4.13,8,0.35,-,-,2,0.09,2,0.09,-,-,-,-,-,-,4,0.67,-,-,1,0.08,1,0.08,-,-,1,0.08,105,2.63
2026,01,岐阜県,847,19.70,28,1.08,2,0.08,14,0.54,61,2.35,3,0.12,-,-,2,0.08,2,0.08,1,0.04,-,-,-,-,-,-,1,0.20,-,-,6,1.20,-,-,-,-,107,2.49
2026,01,静岡県,965,6.94,8,0.09,6,0.07,32,0.36,134,1.51,14,0.16,1,0.01,2,0.02,4,0.04,-,-,2,0.02,-,-,-,-,1,0.10,-,-,1,0.10,-,-,-,-,108,0.78
2026,01,愛知県,1935,11.87,26,0.26,8,0.08,25,0.25,67,0.66,15,0.15,1,0.01,3,0.03,4,0.04,-,-,-,-,-,-,-,-,-,-,1,0.07,5,0.33,-,-,-,-,210,1.29
2026,01,三重県,532,12.37,13,0.46,1,0.04,19,0.68,78,2.79,6,0.21,-,-,2,0.07,4,0.14,-,-,1,0.04,-,-,1,0.17,-,-,-,-,5,0.63,-,-,-,-,31,0.72
2026,01,滋賀県,526,12.23,16,0.67,3,0.13,15,0.63,33,1.38,8,0.33,-,-,1,0.04,1,0.04,-,-,1,0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41,0.95
2026,01,京都府,577,9.31,9,0.25,6,0.17,18,0.50,42,1.17,11,0.31,1,0.03,-,-,2,0.06,-,-,-,-,-,-,-,-,-,-,-,-,7,1.00,-,-,-,-,54,0.87
2026,01,大阪府,1901,6.56,117,0.63,13,0.07,72,0.39,210,1.14,27,0.15,3,0.02,11,0.06,5,0.03,-,-,5,0.03,-,-,2,0.04,-,-,-,-,6,0.33,-,-,-,-,99,0.34
2026,01,兵庫県,1028,7.50,37,0.44,13,0.15,44,0.52,75,0.89,9,0.11,1,0.01,3,0.04,3,0.04,-,-,-,-,-,-,-,-,-,-,1,0.07,1,0.07,-,-,-,-,110,0.80
2026,01,奈良県,58,3.41,4,0.44,1,0.11,3,0.33,7,0.78,-,-,-,-,1,0.11,3,0.33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,0.35
2026,01,和歌山県,326,7.58,14,0.54,3,0.12,2,0.08,33,1.27,1,0.04,-,-,-,-,1,0.04,-,-,1,0.04,-,-,-,-,1,0.09,-,-,4,0.36,-,-,-,-,20,0.47
2026,01,鳥取県,386,13.31,1,0.05,6,0.32,15,0.79,30,1.58,3,0.16,-,-,1,0.05,1,0.05,-,-,1,0.05,-,-,-,-,-,-,-,-,7,1.40,-,-,-,-,32,1.10
2026,01,島根県,361,18.05,6,0.55,4,0.36,10,0.91,17,1.55,5,0.45,-,-,1,0.09,4,0.36,-,-,-,-,-,-,-,-,-,-,-,-,2,0.25,-,-,-,-,24,1.20
2026,01,岡山県,539,10.78,4,0.14,1,0.04,13,0.46,46,1.64,1,0.04,1,0.04,8,0.29,2,0.07,-,-,3,0.11,-,-,-,-,-,-,-,-,3,0.60,-,-,-,-,32,0.64
2026,01,広島県,855,12.21,13,0.33,2,0.05,25,0.64,44,1.13,4,0.10,1,0.03,3,0.08,2,0.05,-,-,1,0.03,-,-,1,0.09,-,-,-,-,30,1.50,-,-,-,-,60,0.86
2026,01,山口県,451,7.16,12,0.30,2,0.05,54,1.35,48,1.20,-,-,1,0.03,13,0.33,3,0.08,1,0.03,1,0.03,-,-,-,-,-,-,-,-,4,0.44,-,-,-,-,44,0.70
2026,01,徳島県,314,9.52,6,0.29,-,-,5,0.24,27,1.29,1,0.05,-,-,1,0.05,1,0.05,-,-,-,-,-,-,-,-,-,-,-,-,3,0.43,-,-,1,0.14,16,0.48
2026,01,香川県,361,15.70,12,0.92,3,0.23,14,1.08,35,2.69,2,0.15,-,-,6,0.46,1,0.08,-,-,-,-,-,-,-,-,-,-,-,-,4,0.80,-,-,-,-,29,1.26
2026,01,愛媛県,443,17.04,4,0.31,3,0.23,10,0.77,42,3.23,4,0.31,-,-,11,0.85,3,0.23,-,-,-,-,-,-,4,1.33,-,-,-,-,1,0.17,-,-,-,-,38,1.46
2026,01,高知県,646,17.00,3,0.15,-,-,12,0.60,24,1.20,-,-,-,-,6,0.30,1,0.05,-,-,-,-,-,-,-,-,-,-,1,0.13,-,-,-,-,-,-,64,1.68
2026,01,福岡県,2475,20.29,15,0.21,7,0.10,129,1.84,302,4.31,41,0.59,15,0.21,5,0.07,11,0.16,5,0.07,-,-,-,-,5,0.19,-,-,1,0.07,4,0.27,-,-,1,0.07,85,0.70
2026,01,佐賀県,235,10.68,1,0.10,1,0.10,11,1.10,17,1.70,2,0.20,-,-,-,-,1,0.10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,0.18
2026,01,長崎県,869,17.73,3,0.10,8,0.27,17,0.57,32,1.07,14,0.47,7,0.23,12,0.40,-,-,-,-,-,-,-,-,1,0.14,-,-,1,0.08,-,-,-,-,-,-,20,0.41
2026,01,熊本県,1001,14.30,10,0.21,9,0.19,34,0.71,75,1.56,13,0.27,3,0.06,32,0.67,4,0.08,1,0.02,-,-,-,-,1,0.14,-,-,-,-,3,0.20,-,-,-,-,27,0.39
2026,01,大分県,998,17.21,10,0.28,14,0.39,44,1.22,133,3.69,30,0.83,3,0.08,6,0.17,8,0.22,2,0.06,-,-,1,0.20,3,0.60,-,-,-,-,3,0.27,-,-,-,-,44,0.76
2026,01,宮崎県,929,38.71,3,0.25,17,1.42,14,1.17,38,3.17,5,0.42,-,-,8,0.67,3,0.25,-,-,-,-,-,-,5,1.25,-,-,-,-,1,0.14,-,-,-,-,16,0.67
2026,01,鹿児島県,1322,23.19,23,0.74,9,0.29,39,1.26,63,2.03,15,0.48,1,0.03,11,0.35,3,0.10,1,0.03,-,-,-,-,-,-,-,-,-,-,3,0.25,-,-,-,-,18,0.32
2026,01,沖縄県,1043,23.18,1,0.04,2,0.08,33,1.32,100,4.00,25,1.00,8,0.32,3,0.12,6,0.24,2,0.08,-,-,-,-,5,0.56,-,-,2,0.29,-,-,-,-,-,-,45,1.00
2026,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
