年,週,都道府県,インフルエンザ_報告,インフルエンザ_定当,ＲＳウイルス感染症_報告,ＲＳウイルス感染症_定当,咽頭結膜熱_報告,咽頭結膜熱_定当,Ａ群溶血性レンサ球菌咽頭炎_報告,Ａ群溶血性レンサ球菌咽頭炎_定当,感染性胃腸炎_報告,感染性胃腸炎_定当,水痘_報告,水痘_定当,手足口病_報告,手足口病_定当,伝染性紅斑_報告,伝染性紅斑_定当,突発性発しん_報告,突発性発しん_定当,ヘルパンギーナ_報告,ヘルパンギーナ_定当,流行性耳下腺炎_報告,流行性耳下腺炎_定当,急性出血性結膜炎_報告,急性出血性結膜炎_定当,流行性角結膜炎_報告,流行性角結膜炎_定当,細菌性髄膜炎_報告,細菌性髄膜炎_定当,無菌性髄膜炎_報告,無菌性髄膜炎_定当,マイコプラズマ肺炎_報告,マイコプラズマ肺炎_定当,クラミジア肺炎_報告,クラミジア肺炎_定当,感染性胃腸炎（ロタウイルス）_報告,感染性胃腸炎（ロタウイルス）_定当
2023,12,総数,31760,6.44,1313,0.42,505,0.16,1515,0.48,13245,4.21,223,0.07,232,0.07,27,0.01,634,0.20,187,0.06,79,0.03,8,0.01,108,0.16,6,0.01,14,0.03,15,0.03,-,-,3,0.01
2023,12,北海道,2004,8.75,252,1.81,25,0.18,129,0.93,310,2.23,22,0.16,1,0.01,-,-,9,0.06,5,0.04,1,0.01,-,-,4,0.14,-,-,-,-,-,-,-,-,-,-
2023,12,青森県,845,13.20,2,0.05,4,0.10,6,0.14,148,3.52,-,-,-,-,-,-,11,0.26,1,0.02,1,0.02,-,-,-,-,-,-,1,0.17,8,1.33,-,-,-,-
2023,12,岩手県,734,11.65,9,0.23,3,0.08,25,0.63,154,3.85,3,0.08,1,0.03,-,-,8,0.20,-,-,1,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023,12,宮城県,499,5.25,9,0.16,7,0.12,6,0.10,308,5.31,3,0.05,-,-,-,-,17,0.29,-,-,2,0.03,-,-,1,0.08,-,-,-,-,-,-,-,-,-,-
2023,12,秋田県,568,11.14,2,0.06,1,0.03,12,0.36,95,2.88,-,-,-,-,1,0.03,4,0.12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023,12,山形県,737,16.75,4,0.14,3,0.10,8,0.28,85,2.93,3,0.10,1,0.03,-,-,5,0.17,-,-,3,0.10,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023,12,福島県,490,5.90,41,0.82,10,0.20,23,0.46,153,3.06,2,0.04,-,-,-,-,14,0.28,-,-,2,0.04,-,-,3,0.23,-,-,1,0.14,1,0.14,-,-,-,-
2023,12,茨城県,493,4.11,3,0.04,13,0.17,36,0.48,219,2.92,2,0.03,5,0.07,2,0.03,8,0.11,2,0.03,-,-,-,-,4,0.24,-,-,-,-,-,-,-,-,-,-
2023,12,栃木県,607,7.99,2,0.04,4,0.08,16,0.33,142,2.96,1,0.02,-,-,-,-,10,0.21,-,-,-,-,-,-,1,0.08,1,0.14,-,-,-,-,-,-,-,-
