年,週,都道府県,インフルエンザ_報告,インフルエンザ_定当,ＲＳウイルス感染症_報告,ＲＳウイルス感染症_定当,咽頭結膜熱_報告,咽頭結膜熱_定当,Ａ群溶血性レンサ球菌咽頭炎_報告,Ａ群溶血性レンサ球菌咽頭炎_定当,感染性胃腸炎_報告,感染性胃腸炎_定当,水痘_報告,水痘_定当,手足口病_報告,手足口病_定当,伝染性紅斑_報告,伝染性紅斑_定当,突発性発しん_報告,突発性発しん_定当,ヘルパンギーナ_報告,ヘルパンギーナ_定当,流行性耳下腺炎_報告,流行性耳下腺炎_定当,急性出血性結膜炎_報告,急性出血性結膜炎_定当,流行性角結膜炎_報告,流行性角結膜炎_定当,細菌性髄膜炎_報告,細菌性髄膜炎_定当,無菌性髄膜炎_報告,無菌性髄膜炎_定当,マイコプラズマ肺炎_報告,マイコプラズマ肺炎_定当,クラミジア肺炎_報告,クラミジア肺炎_定当,感染性胃腸炎（ロタウイルス）_報告,感染性胃腸炎（ロタウイルス）_定当
2023,12,群馬県,642,7.47,2,0.04,9,0.17,22,0.42,168,3.17,1,0.02,-,-,1,0.02,24,0.45,-,-,1,0.02,-,-,1,0.07,-,-,-,-,-,-,-,-,-,-
2023,12,埼玉県,2011,7.86,37,0.23,23,0.14,46,0.29,602,3.74,21,0.13,7,0.04,1,0.01,26,0.16,1,0.01,6,0.04,2,0.05,11,0.27,-,-,-,-,-,-,-,-,-,-
2023,12,千葉県,721,3.45,9,0.07,7,0.05,33,0.25,395,3.04,12,0.09,-,-,2,0.02,23,0.18,3,0.02,4,0.03,-,-,2,0.06,-,-,1,0.11,-,-,-,-,-,-
2023,12,東京都,2139,5.18,37,0.14,29,0.11,93,0.36,1045,4.03,20,0.08,6,0.02,3,0.01,59,0.23,2,0.01,7,0.03,2,0.05,6,0.16,-,-,1,0.04,1,0.04,-,-,-,-
2023,12,神奈川県,1852,5.28,10,0.04,18,0.08,71,0.31,668,2.94,9,0.04,9,0.04,5,0.02,36,0.16,-,-,5,0.02,1,0.02,23,0.47,-,-,-,-,-,-,-,-,-,-
2023,12,新潟県,1690,19.43,34,0.61,5,0.09,58,1.04,217,3.88,2,0.04,1,0.02,2,0.04,11,0.20,-,-,1,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023,12,富山県,665,13.85,33,1.14,10,0.34,26,0.90,210,7.24,2,0.07,-,-,-,-,5,0.17,2,0.07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023,12,石川県,492,10.25,16,0.55,9,0.31,14,0.48,228,7.86,3,0.10,4,0.14,-,-,4,0.14,-,-,1,0.03,-,-,2,0.29,-,-,-,-,-,-,-,-,-,-
2023,12,福井県,162,4.38,16,0.70,6,0.26,26,1.13,98,4.26,3,0.13,1,0.04,-,-,2,0.09,2,0.09,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023,12,山梨県,145,3.54,1,0.04,1,0.04,-,-,83,3.46,1,0.04,-,-,-,-,3,0.13,-,-,1,0.04,-,-,3,0.33,-,-,-,-,-,-,-,-,-,-
2023,12,長野県,433,4.98,15,0.28,1,0.02,8,0.15,208,3.92,2,0.04,-,-,-,-,7,0.13,-,-,-,-,-,-,3,0.30,-,-,1,0.08,-,-,-,-,-,-
2023,12,岐阜県,278,3.20,10,0.19,7,0.13,9,0.17,208,3.92,3,0.06,4,0.08,-,-,11,0.21,-,-,3,0.06,-,-,1,0.09,-,-,-,-,-,-,-,-,-,-
2023,12,静岡県,471,3.39,31,0.35,20,0.22,34,0.38,324,3.64,5,0.06,3,0.03,1,0.01,20,0.22,1,0.01,1,0.01,-,-,1,0.05,-,-,1,0.10,1,0.10,-,-,2,0.20
2023,12,愛知県,1600,8.21,22,0.12,20,0.11,73,0.40,856,4.70,12,0.07,4,0.02,1,0.01,22,0.12,2,0.01,3,0.02,-,-,3,0.09,1,0.07,-,-,-,-,-,-,-,-
2023,12,三重県,567,7.88,2,0.04,8,0.18,16,0.36,211,4.69,2,0.04,1,0.02,-,-,5,0.11,-,-,-,-,-,-,-,-,1,0.11,1,0.11,-,-,-,-,-,-
2023,12,滋賀県,497,8.42,9,0.25,3,0.08,13,0.36,133,3.69,4,0.11,-,-,-,-,8,0.22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023,12,京都府,597,4.89,56,0.76,2,0.03,48,0.65,307,4.15,11,0.15,5,0.07,-,-,5,0.07,1,0.01,1,0.01,-,-,-,-,-,-,1,0.14,-,-,-,-,1,0.14
2023,12,大阪府,958,3.21,188,0.96,42,0.22,99,0.51,925,4.74,9,0.05,13,0.07,-,-,39,0.20,10,0.05,10,0.05,-,-,7,0.14,-,-,-,-,-,-,-,-,-,-
2023,12,兵庫県,929,4.67,70,0.54,26,0.20,23,0.18,718,5.57,8,0.06,11,0.09,2,0.02,24,0.19,2,0.02,1,0.01,-,-,4,0.11,-,-,1,0.07,-,-,-,-,-,-
2023,12,奈良県,335,6.09,20,0.59,6,0.18,13,0.38,193,5.68,2,0.06,1,0.03,-,-,8,0.24,2,0.06,-,-,-,-,1,0.10,-,-,-,-,-,-,-,-,-,-
2023,12,和歌山県,130,2.65,7,0.23,4,0.13,26,0.87,119,3.97,3,0.10,-,-,-,-,3,0.10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023,12,鳥取県,143,4.93,-,-,1,0.05,24,1.26,175,9.21,2,0.11,-,-,1,0.05,3,0.16,-,-,-,-,1,0.20,-,-,-,-,-,-,-,-,-,-,-,-
2023,12,島根県,147,3.87,-,-,1,0.04,6,0.26,77,3.35,1,0.04,4,0.17,1,0.04,6,0.26,1,0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023,12,岡山県,589,7.01,7,0.13,4,0.07,8,0.15,209,3.87,1,0.02,2,0.04,1,0.02,10,0.19,4,0.07,1,0.02,-,-,2,0.17,-,-,1,0.20,-,-,-,-,-,-
2023,12,広島県,1158,10.07,21,0.29,12,0.17,41,0.57,284,3.94,5,0.07,-,-,-,-,16,0.22,6,0.08,-,-,-,-,4,0.21,-,-,-,-,1,0.05,-,-,-,-
2023,12,山口県,470,7.12,14,0.31,4,0.09,29,0.64,218,4.84,2,0.04,1,0.02,-,-,12,0.27,9,0.20,-,-,-,-,2,0.22,-,-,-,-,-,-,-,-,-,-
2023,12,徳島県,95,2.57,5,0.22,-,-,1,0.04,109,4.74,-,-,-,-,-,-,5,0.22,-,-,-,-,1,0.25,-,-,-,-,-,-,-,-,-,-,-,-
2023,12,香川県,414,8.81,9,0.32,6,0.21,2,0.07,141,5.04,2,0.07,1,0.04,-,-,5,0.18,-,-,2,0.07,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023,12,愛媛県,261,4.28,7,0.19,7,0.19,14,0.38,314,8.49,4,0.11,1,0.03,1,0.03,14,0.38,1,0.03,1,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023,12,高知県,143,3.18,3,0.11,4,0.15,5,0.19,78,2.89,2,0.07,5,0.19,-,-,6,0.22,5,0.19,1,0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023,12,福岡県,1722,8.70,90,0.75,40,0.33,179,1.49,618,5.15,9,0.08,8,0.07,-,-,43,0.36,44,0.37,4,0.03,-,-,2,0.08,1,0.07,1,0.07,-,-,-,-,-,-
2023,12,佐賀県,202,5.18,14,0.61,11,0.48,8,0.35,67,2.91,1,0.04,5,0.22,-,-,7,0.30,16,0.70,1,0.04,-,-,1,0.25,-,-,-,-,-,-,-,-,-,-
2023,12,長崎県,275,3.93,45,1.02,15,0.34,81,1.84,132,3.00,3,0.07,-,-,1,0.02,8,0.18,8,0.18,4,0.09,-,-,-,-,-,-,-,-,2,0.17,-,-,-,-
2023,12,熊本県,436,5.52,41,0.84,6,0.12,8,0.16,204,4.16,4,0.08,2,0.04,-,-,13,0.27,35,0.71,1,0.02,-,-,2,0.22,-,-,2,0.13,-,-,-,-,-,-
2023,12,大分県,500,8.62,9,0.25,6,0.17,15,0.42,377,10.47,12,0.33,2,0.06,-,-,18,0.50,4,0.11,3,0.08,-,-,1,0.20,-,-,-,-,1,0.09,-,-,-,-
2023,12,宮崎県,308,5.31,20,0.56,22,0.61,22,0.61,283,7.86,2,0.06,-,-,-,-,14,0.39,10,0.28,2,0.06,-,-,6,1.00,-,-,-,-,-,-,-,-,-,-
2023,12,鹿児島県,190,2.07,73,1.35,32,0.59,22,0.41,379,7.02,-,-,4,0.07,1,0.02,16,0.30,5,0.09,2,0.04,-,-,2,0.29,-,-,-,-,-,-,-,-,-,-
2023,12,沖縄県,416,7.56,6,0.19,8,0.25,38,1.19,50,1.56,2,0.06,119,3.72,-,-,7,0.22,3,0.09,2,0.06,1,0.11,5,0.56,2,0.29,1,0.14,-,-,-,-,-,-
2023,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
