年,週,都道府県,インフルエンザ_報告,インフルエンザ_定当,ＲＳウイルス感染症_報告,ＲＳウイルス感染症_定当,咽頭結膜熱_報告,咽頭結膜熱_定当,Ａ群溶血性レンサ球菌咽頭炎_報告,Ａ群溶血性レンサ球菌咽頭炎_定当,感染性胃腸炎_報告,感染性胃腸炎_定当,水痘_報告,水痘_定当,手足口病_報告,手足口病_定当,伝染性紅斑_報告,伝染性紅斑_定当,突発性発しん_報告,突発性発しん_定当,ヘルパンギーナ_報告,ヘルパンギーナ_定当,流行性耳下腺炎_報告,流行性耳下腺炎_定当,急性出血性結膜炎_報告,急性出血性結膜炎_定当,流行性角結膜炎_報告,流行性角結膜炎_定当,細菌性髄膜炎_報告,細菌性髄膜炎_定当,無菌性髄膜炎_報告,無菌性髄膜炎_定当,マイコプラズマ肺炎_報告,マイコプラズマ肺炎_定当,クラミジア肺炎_報告,クラミジア肺炎_定当,感染性胃腸炎（ロタウイルス）_報告,感染性胃腸炎（ロタウイルス）_定当
2022,27,総数,49,0.01,4738,1.51,1181,0.38,1243,0.40,14302,4.55,215,0.07,4474,1.42,32,0.01,1217,0.39,1063,0.34,115,0.04,2,0.00,165,0.24,4,0.01,17,0.04,10,0.02,-,-,1,0.00
2022,27,北海道,-,-,155,1.12,76,0.55,110,0.79,371,2.67,8,0.06,92,0.66,2,0.01,32,0.23,19,0.14,4,0.03,-,-,5,0.18,-,-,-,-,1,0.04,-,-,-,-
2022,27,青森県,1,0.02,-,-,7,0.17,26,0.62,93,2.21,3,0.07,19,0.45,-,-,13,0.31,6,0.14,3,0.07,-,-,1,0.09,-,-,-,-,-,-,-,-,-,-
2022,27,岩手県,-,-,1,0.03,13,0.33,10,0.25,152,3.80,5,0.13,3,0.08,1,0.03,19,0.48,-,-,2,0.05,-,-,7,0.50,-,-,-,-,-,-,-,-,-,-
2022,27,宮城県,-,-,6,0.11,17,0.30,16,0.28,206,3.61,7,0.12,34,0.60,-,-,31,0.54,6,0.11,2,0.04,-,-,1,0.08,-,-,-,-,-,-,-,-,-,-
2022,27,秋田県,-,-,79,2.32,7,0.21,7,0.21,43,1.26,5,0.15,61,1.79,-,-,8,0.24,2,0.06,-,-,-,-,1,0.14,-,-,-,-,3,0.38,-,-,-,-
2022,27,山形県,-,-,1,0.04,23,0.82,11,0.39,89,3.18,3,0.11,3,0.11,-,-,9,0.32,9,0.32,3,0.11,-,-,1,0.13,-,-,-,-,-,-,-,-,-,-
2022,27,福島県,-,-,19,0.38,27,0.54,21,0.42,110,2.20,6,0.12,20,0.40,-,-,34,0.68,4,0.08,-,-,-,-,4,0.31,-,-,-,-,-,-,-,-,-,-
2022,27,茨城県,-,-,4,0.05,26,0.35,25,0.33,270,3.60,3,0.04,139,1.85,1,0.01,19,0.25,60,0.80,-,-,-,-,6,0.35,-,-,1,0.08,1,0.08,-,-,-,-
2022,27,栃木県,-,-,25,0.52,9,0.19,21,0.44,94,1.96,1,0.02,37,0.77,-,-,30,0.63,6,0.13,1,0.02,-,-,2,0.17,-,-,-,-,-,-,-,-,-,-
2022,27,群馬県,-,-,-,-,21,0.40,10,0.19,208,3.92,2,0.04,129,2.43,1,0.02,25,0.47,25,0.47,2,0.04,-,-,-,-,-,-,1,0.11,-,-,-,-,-,-
2022,27,埼玉県,-,-,162,1.01,65,0.40,43,0.27,998,6.20,14,0.09,326,2.02,5,0.03,67,0.42,69,0.43,9,0.06,-,-,13,0.33,1,0.09,1,0.09,1,0.09,-,-,-,-
2022,27,千葉県,-,-,134,1.05,36,0.28,35,0.27,628,4.91,12,0.09,648,5.06,2,0.02,53,0.41,139,1.09,7,0.05,-,-,5,0.15,-,-,-,-,-,-,-,-,-,-
2022,27,東京都,-,-,278,1.08,75,0.29,48,0.19,1422,5.51,17,0.07,556,2.16,4,0.02,116,0.45,195,0.76,9,0.03,-,-,12,0.32,-,-,-,-,-,-,-,-,-,-
2022,27,神奈川県,4,0.01,338,1.53,55,0.25,79,0.36,1014,4.59,16,0.07,397,1.80,1,0.00,67,0.30,107,0.48,6,0.03,2,0.04,18,0.37,-,-,3,0.27,-,-,-,-,-,-
2022,27,新潟県,-,-,12,0.21,40,0.71,38,0.68,264,4.71,5,0.09,294,5.25,-,-,29,0.52,46,0.82,2,0.04,-,-,2,0.20,-,-,-,-,-,-,-,-,-,-
2022,27,富山県,-,-,2,0.07,14,0.48,3,0.10,115,3.97,2,0.07,28,0.97,-,-,5,0.17,3,0.10,-,-,-,-,1,0.14,-,-,-,-,-,-,-,-,-,-
2022,27,石川県,-,-,5,0.17,9,0.31,3,0.10,156,5.38,7,0.24,5,0.17,-,-,7,0.24,-,-,-,-,-,-,1,0.14,-,-,1,0.20,-,-,-,-,-,-
2022,27,福井県,-,-,32,1.39,5,0.22,5,0.22,97,4.22,-,-,97,4.22,-,-,15,0.65,5,0.22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,27,山梨県,-,-,-,-,1,0.04,-,-,108,4.50,1,0.04,27,1.13,-,-,6,0.25,19,0.79,-,-,-,-,1,0.11,-,-,1,0.10,-,-,-,-,-,-
2022,27,長野県,2,0.02,2,0.04,16,0.30,4,0.07,326,6.04,2,0.04,57,1.06,1,0.02,21,0.39,16,0.30,-,-,-,-,2,0.18,-,-,-,-,-,-,-,-,-,-
2022,27,岐阜県,-,-,203,3.83,16,0.30,8,0.15,137,2.58,3,0.06,8,0.15,-,-,13,0.25,4,0.08,1,0.02,-,-,3,0.27,-,-,-,-,-,-,-,-,-,-
2022,27,静岡県,1,0.01,63,0.72,35,0.40,20,0.23,413,4.69,3,0.03,113,1.28,1,0.01,25,0.28,68,0.77,4,0.05,-,-,5,0.23,-,-,-,-,-,-,-,-,-,-
2022,27,愛知県,8,0.04,796,4.37,37,0.20,68,0.37,801,4.40,4,0.02,84,0.46,-,-,40,0.22,25,0.14,6,0.03,-,-,3,0.09,1,0.07,-,-,-,-,-,-,-,-
2022,27,三重県,1,0.01,324,7.20,6,0.13,11,0.24,210,4.67,8,0.18,43,0.96,-,-,17,0.38,4,0.09,-,-,-,-,-,-,-,-,-,-,1,0.11,-,-,-,-
2022,27,滋賀県,2,0.03,28,0.78,12,0.33,16,0.44,162,4.50,6,0.17,60,1.67,-,-,6,0.17,12,0.33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,27,京都府,-,-,130,1.71,44,0.58,29,0.38,286,3.76,5,0.07,26,0.34,-,-,21,0.28,1,0.01,5,0.07,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,27,大阪府,17,0.06,848,4.33,103,0.53,104,0.53,1023,5.22,10,0.05,106,0.54,1,0.01,60,0.31,21,0.11,6,0.03,-,-,15,0.29,-,-,1,0.06,-,-,-,-,-,-
2022,27,兵庫県,8,0.04,327,2.53,68,0.53,47,0.36,693,5.37,5,0.04,73,0.57,2,0.02,39,0.30,12,0.09,4,0.03,-,-,8,0.23,-,-,-,-,-,-,-,-,-,-
2022,27,奈良県,1,0.02,61,1.79,19,0.56,6,0.18,174,5.12,3,0.09,7,0.21,-,-,17,0.50,6,0.18,-,-,-,-,3,0.30,-,-,-,-,-,-,-,-,-,-
2022,27,和歌山県,-,-,35,1.17,10,0.33,4,0.13,86,2.87,1,0.03,1,0.03,-,-,15,0.50,1,0.03,-,-,-,-,-,-,-,-,-,-,2,0.18,-,-,-,-
2022,27,鳥取県,-,-,12,0.63,10,0.53,31,1.63,80,4.21,1,0.05,28,1.47,-,-,7,0.37,2,0.11,-,-,-,-,1,0.20,-,-,-,-,-,-,-,-,-,-
2022,27,島根県,-,-,98,4.26,5,0.22,2,0.09,65,2.83,1,0.04,38,1.65,-,-,12,0.52,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,27,岡山県,-,-,11,0.20,14,0.26,4,0.07,255,4.72,3,0.06,29,0.54,1,0.02,31,0.57,16,0.30,4,0.07,-,-,1,0.08,-,-,-,-,-,-,-,-,-,-
2022,27,広島県,1,0.01,87,1.21,29,0.40,29,0.40,454,6.31,2,0.03,143,1.99,2,0.03,25,0.35,33,0.46,4,0.06,-,-,4,0.21,-,-,-,-,-,-,-,-,-,-
2022,27,山口県,-,-,23,0.51,11,0.24,34,0.76,171,3.80,7,0.16,16,0.36,1,0.02,19,0.42,38,0.84,3,0.07,-,-,3,0.33,-,-,-,-,1,0.11,-,-,-,-
2022,27,徳島県,-,-,4,0.17,13,0.57,1,0.04,99,4.30,1,0.04,-,-,-,-,8,0.35,-,-,1,0.04,-,-,-,-,1,0.14,1,0.14,-,-,-,-,-,-
2022,27,香川県,-,-,-,-,19,0.68,8,0.29,172,6.14,2,0.07,8,0.29,-,-,14,0.50,-,-,1,0.04,-,-,1,0.20,-,-,-,-,-,-,-,-,-,-
2022,27,愛媛県,-,-,84,2.27,14,0.38,12,0.32,194,5.24,3,0.08,6,0.16,-,-,13,0.35,2,0.05,4,0.11,-,-,10,1.25,-,-,-,-,-,-,-,-,-,-
2022,27,高知県,-,-,1,0.04,21,0.75,7,0.25,40,1.43,5,0.18,1,0.04,-,-,10,0.36,1,0.04,-,-,-,-,2,0.67,-,-,-,-,-,-,-,-,-,-
2022,27,福岡県,-,-,167,1.39,41,0.34,173,1.44,693,5.78,4,0.03,87,0.73,3,0.03,66,0.55,17,0.14,10,0.08,-,-,5,0.19,1,0.07,1,0.07,-,-,-,-,-,-
2022,27,佐賀県,-,-,12,0.52,15,0.65,8,0.35,62,2.70,-,-,29,1.26,-,-,25,1.09,2,0.09,1,0.04,-,-,-,-,-,-,1,0.17,-,-,-,-,-,-
2022,27,長崎県,1,0.01,22,0.50,8,0.18,42,0.95,121,2.75,2,0.05,38,0.86,1,0.02,16,0.36,5,0.11,2,0.05,-,-,2,0.25,-,-,1,0.08,-,-,-,-,-,-
2022,27,熊本県,-,-,4,0.08,30,0.60,4,0.08,234,4.68,7,0.14,64,1.28,-,-,33,0.66,15,0.30,2,0.04,-,-,8,0.89,-,-,-,-,-,-,-,-,1,0.07
2022,27,大分県,-,-,107,2.97,10,0.28,16,0.44,310,8.61,6,0.17,61,1.69,1,0.03,14,0.39,9,0.25,1,0.03,-,-,1,0.20,-,-,-,-,-,-,-,-,-,-
2022,27,宮崎県,-,-,28,0.78,9,0.25,9,0.25,205,5.69,1,0.03,87,2.42,-,-,29,0.81,8,0.22,3,0.08,-,-,1,0.17,-,-,-,-,-,-,-,-,-,-
2022,27,鹿児島県,-,-,5,0.09,36,0.67,18,0.33,295,5.46,-,-,191,3.54,1,0.02,26,0.48,15,0.28,3,0.06,-,-,1,0.14,-,-,-,-,-,-,-,-,-,-
2022,27,沖縄県,2,0.04,3,0.09,4,0.12,17,0.50,103,3.03,3,0.09,155,4.56,-,-,10,0.29,10,0.29,-,-,-,-,5,0.56,-,-,4,0.57,-,-,-,-,-,-
2022,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
