年,週,都道府県,インフルエンザ_報告,インフルエンザ_定当,ＲＳウイルス感染症_報告,ＲＳウイルス感染症_定当,咽頭結膜熱_報告,咽頭結膜熱_定当,Ａ群溶血性レンサ球菌咽頭炎_報告,Ａ群溶血性レンサ球菌咽頭炎_定当,感染性胃腸炎_報告,感染性胃腸炎_定当,水痘_報告,水痘_定当,手足口病_報告,手足口病_定当,伝染性紅斑_報告,伝染性紅斑_定当,突発性発しん_報告,突発性発しん_定当,ヘルパンギーナ_報告,ヘルパンギーナ_定当,流行性耳下腺炎_報告,流行性耳下腺炎_定当,急性出血性結膜炎_報告,急性出血性結膜炎_定当,流行性角結膜炎_報告,流行性角結膜炎_定当,細菌性髄膜炎_報告,細菌性髄膜炎_定当,無菌性髄膜炎_報告,無菌性髄膜炎_定当,マイコプラズマ肺炎_報告,マイコプラズマ肺炎_定当,クラミジア肺炎_報告,クラミジア肺炎_定当,感染性胃腸炎（ロタウイルス）_報告,感染性胃腸炎（ロタウイルス）_定当
2018,01,総数,79930,16.31,1357,,935,0.30,3382,1.09,10385,3.36,1402,0.45,541,0.18,144,0.05,630,0.20,52,0.02,554,0.18,5,0.01,424,0.61,10,0.02,8,0.02,96,0.20,2,0.00,19,0.04
2018,01,北海道,2176,9.94,89,,90,0.66,244,1.79,169,1.24,73,0.54,2,0.01,3,0.02,17,0.13,1,0.01,2,0.01,-,-,16,0.55,1,0.04,1,0.04,5,0.22,-,-,-,-
2018,01,青森県,613,9.43,14,,7,0.17,38,0.90,75,1.79,21,0.50,24,0.57,1,0.02,9,0.21,4,0.10,28,0.67,-,-,6,0.55,-,-,-,-,4,0.67,-,-,-,-
2018,01,岩手県,920,14.15,26,,6,0.15,85,2.13,88,2.20,18,0.45,13,0.33,12,0.30,15,0.38,1,0.03,30,0.75,-,-,7,0.50,1,0.05,-,-,7,0.37,-,-,-,-
2018,01,宮城県,991,10.43,35,,15,0.25,72,1.22,168,2.85,39,0.66,24,0.41,3,0.05,20,0.34,2,0.03,2,0.03,-,-,2,0.17,-,-,-,-,4,0.33,-,-,-,-
2018,01,秋田県,817,15.42,13,,5,0.15,23,0.68,44,1.29,13,0.38,9,0.26,1,0.03,5,0.15,4,0.12,11,0.32,-,-,2,0.29,-,-,-,-,14,1.75,-,-,-,-
2018,01,山形県,237,5.15,19,,13,0.46,49,1.75,56,2.00,19,0.68,8,0.29,-,-,11,0.39,-,-,5,0.18,-,-,1,0.13,-,-,1,0.10,5,0.50,-,-,-,-
2018,01,福島県,1219,15.83,38,,13,0.28,63,1.37,83,1.80,26,0.57,14,0.30,3,0.07,9,0.20,1,0.02,13,0.28,-,-,24,2.00,-,-,-,-,3,0.43,-,-,-,-
2018,01,茨城県,2843,23.69,37,,20,0.27,102,1.36,232,3.09,33,0.44,15,0.20,5,0.07,12,0.16,2,0.03,4,0.05,-,-,19,1.12,-,-,-,-,2,0.15,-,-,-,-
2018,01,栃木県,845,11.12,20,,3,0.06,24,0.50,94,1.96,18,0.38,8,0.17,8,0.17,7,0.15,-,-,1,0.02,-,-,14,1.17,-,-,-,-,1,0.14,-,-,-,-
2018,01,群馬県,1012,11.50,9,,29,0.54,86,1.59,197,3.65,21,0.39,11,0.20,3,0.06,9,0.17,-,-,14,0.26,-,-,7,0.47,-,-,-,-,1,0.11,-,-,-,-
2018,01,埼玉県,4317,17.48,50,,52,0.33,176,1.13,567,3.63,94,0.60,9,0.06,11,0.07,35,0.22,1,0.01,9,0.06,1,0.03,20,0.51,-,-,-,-,1,0.10,-,-,-,-
2018,01,千葉県,3068,14.54,26,,28,0.21,190,1.44,423,3.20,60,0.45,17,0.13,3,0.02,18,0.14,2,0.02,14,0.11,-,-,19,0.54,-,-,1,0.11,4,0.44,-,-,-,-
2018,01,東京都,4335,10.84,54,,46,0.18,227,0.90,760,3.03,108,0.43,10,0.04,19,0.08,52,0.21,-,-,16,0.06,-,-,16,0.42,2,0.08,-,-,1,0.04,1,0.04,1,0.04
2018,01,神奈川県,3449,10.20,21,,48,0.23,175,0.84,615,2.96,133,0.64,21,0.10,31,0.15,35,0.17,-,-,25,0.12,-,-,75,1.53,-,-,-,-,1,0.10,-,-,2,0.20
2018,01,新潟県,1037,11.52,24,,55,0.96,68,1.19,151,2.65,41,0.72,15,0.26,6,0.11,16,0.28,4,0.07,31,0.54,-,-,14,1.40,-,-,-,-,-,-,-,-,-,-
2018,01,富山県,283,5.90,14,,39,1.34,40,1.38,159,5.48,13,0.45,11,0.38,-,-,8,0.28,-,-,2,0.07,-,-,1,0.14,-,-,-,-,1,0.20,-,-,-,-
2018,01,石川県,375,7.81,7,,22,0.76,45,1.55,104,3.59,43,1.48,4,0.14,3,0.10,6,0.21,-,-,1,0.03,-,-,-,-,-,-,-,-,5,1.00,-,-,-,-
2018,01,福井県,676,21.13,6,,5,0.23,48,2.18,120,5.45,5,0.23,7,0.32,-,-,9,0.41,-,-,2,0.09,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2018,01,山梨県,603,14.71,9,,3,0.13,23,0.96,92,3.83,8,0.33,9,0.38,-,-,2,0.08,-,-,5,0.21,-,-,3,0.33,-,-,-,-,1,0.10,-,-,-,-
2018,01,長野県,1884,22.16,40,,5,0.10,58,1.12,165,3.17,22,0.42,8,0.15,1,0.02,6,0.12,-,-,18,0.35,1,0.09,10,0.91,-,-,-,-,1,0.09,-,-,-,-
2018,01,岐阜県,2174,25.28,21,,9,0.17,32,0.62,154,2.96,8,0.15,6,0.12,-,-,7,0.13,-,-,11,0.21,-,-,2,0.18,1,0.20,-,-,2,0.40,-,-,-,-
2018,01,静岡県,3138,22.58,36,,15,0.17,68,0.76,355,3.99,18,0.20,1,0.01,1,0.01,14,0.16,-,-,19,0.21,-,-,25,1.14,-,-,-,-,1,0.10,-,-,-,-
2018,01,愛知県,3744,19.20,52,,34,0.19,162,0.89,569,3.13,69,0.38,23,0.13,6,0.03,18,0.10,2,0.01,23,0.13,-,-,10,0.29,1,0.07,-,-,4,0.27,1,0.07,-,-
2018,01,三重県,1052,14.61,20,,19,0.42,47,1.04,157,3.49,16,0.36,1,0.02,-,-,10,0.22,-,-,6,0.13,-,-,1,0.08,-,-,-,-,-,-,-,-,-,-
2018,01,滋賀県,1320,25.38,15,,2,0.06,17,0.55,75,2.42,11,0.35,4,0.13,1,0.03,3,0.10,2,0.06,15,0.48,-,-,3,0.38,-,-,-,-,-,-,-,-,-,-
2018,01,京都府,1741,13.82,31,,14,0.18,47,0.61,167,2.17,16,0.21,9,0.12,2,0.03,10,0.13,1,0.01,1,0.01,-,-,2,0.11,-,-,-,-,2,0.29,-,-,-,-
2018,01,大阪府,3873,12.74,185,,34,0.17,157,0.79,579,2.92,86,0.43,14,0.07,11,0.06,28,0.14,4,0.02,22,0.11,-,-,11,0.21,-,-,-,-,1,0.06,-,-,2,0.12
2018,01,兵庫県,2177,10.94,79,,41,0.32,64,0.50,394,3.05,45,0.35,10,0.08,3,0.02,29,0.22,-,-,9,0.07,-,-,4,0.11,-,-,-,-,2,0.14,-,-,1,0.07
2018,01,奈良県,679,12.57,50,,4,0.12,34,1.00,123,3.62,15,0.44,2,0.06,-,-,7,0.21,1,0.03,3,0.09,-,-,1,0.10,-,-,1,0.17,1,0.17,-,-,1,0.17
2018,01,和歌山県,407,8.31,19,,16,0.53,21,0.70,69,2.30,7,0.23,1,0.03,-,-,5,0.17,1,0.03,13,0.43,-,-,1,0.25,-,-,1,0.09,4,0.36,-,-,5,0.45
2018,01,鳥取県,676,23.31,3,,7,0.37,80,4.21,55,2.89,5,0.26,4,0.21,-,-,2,0.11,1,0.05,-,-,-,-,1,0.20,1,0.20,1,0.20,-,-,-,-,1,0.20
2018,01,島根県,521,13.71,12,,3,0.13,36,1.57,103,4.48,7,0.30,9,0.39,1,0.04,6,0.26,-,-,9,0.39,-,-,-,-,-,-,-,-,1,0.13,-,-,1,0.13
2018,01,岡山県,1896,22.57,14,,10,0.19,47,0.87,309,5.72,20,0.37,7,0.13,2,0.04,19,0.35,-,-,6,0.11,2,0.17,7,0.58,-,-,-,-,-,-,-,-,-,-
2018,01,広島県,2273,19.94,24,,34,0.48,70,0.99,315,4.44,20,0.28,6,0.08,1,0.01,10,0.14,2,0.03,8,0.11,-,-,7,0.37,-,-,-,-,1,0.05,-,-,2,0.10
2018,01,山口県,980,14.41,55,,12,0.25,98,2.04,155,3.23,15,0.31,6,0.13,-,-,6,0.13,-,-,20,0.42,-,-,7,0.78,-,-,-,-,1,0.11,-,-,-,-
2018,01,徳島県,638,17.24,15,,17,0.74,34,1.48,120,5.22,11,0.48,9,0.39,-,-,19,0.83,2,0.09,13,0.57,-,-,1,0.25,-,-,-,-,-,-,-,-,-,-
2018,01,香川県,1093,23.26,16,,6,0.21,32,1.14,153,5.46,17,0.61,13,0.46,-,-,8,0.29,3,0.11,2,0.07,-,-,2,0.40,-,-,-,-,1,0.20,-,-,-,-
2018,01,愛媛県,1119,18.34,8,,4,0.11,47,1.27,193,5.22,11,0.30,5,0.14,-,-,10,0.27,-,-,11,0.30,-,-,9,1.13,-,-,-,-,4,0.67,-,-,1,0.17
2018,01,高知県,902,18.79,16,,4,0.13,29,0.97,49,1.63,9,0.30,7,0.23,-,-,8,0.27,-,-,-,-,-,-,1,0.33,-,-,-,-,1,0.13,-,-,-,-
2018,01,福岡県,5571,28.14,23,,16,0.18,148,1.63,463,5.09,62,0.68,45,0.49,1,0.01,28,0.31,3,0.03,18,0.20,-,-,20,0.77,-,-,-,-,1,0.07,-,-,-,-
2018,01,佐賀県,863,22.13,15,,14,0.61,30,1.30,72,3.13,6,0.26,16,0.70,-,-,10,0.43,-,-,1,0.04,-,-,-,-,1,0.17,-,-,1,0.17,-,-,-,-
2018,01,長崎県,1823,26.04,6,,10,0.23,72,1.64,120,2.73,7,0.16,34,0.77,1,0.02,11,0.25,1,0.02,-,-,-,-,3,0.38,-,-,-,-,3,0.25,-,-,-,-
2018,01,熊本県,1970,24.63,9,,26,0.52,31,0.62,228,4.56,21,0.42,21,0.42,1,0.02,14,0.28,2,0.04,4,0.08,-,-,10,1.11,1,0.07,-,-,-,-,-,-,-,-
2018,01,大分県,1678,28.93,22,,6,0.17,44,1.22,400,11.11,16,0.44,6,0.17,-,-,12,0.33,-,-,18,0.50,-,-,8,1.60,-,-,-,-,2,0.18,-,-,1,0.09
2018,01,宮崎県,2016,34.17,21,,19,0.53,27,0.75,223,6.19,20,0.56,7,0.19,-,-,15,0.42,1,0.03,23,0.64,-,-,13,2.17,-,-,-,-,1,0.14,-,-,1,0.14
