年,週,都道府県,インフルエンザ_報告,インフルエンザ_定当,ＲＳウイルス感染症_報告,ＲＳウイルス感染症_定当,咽頭結膜熱_報告,咽頭結膜熱_定当,Ａ群溶血性レンサ球菌咽頭炎_報告,Ａ群溶血性レンサ球菌咽頭炎_定当,感染性胃腸炎_報告,感染性胃腸炎_定当,水痘_報告,水痘_定当,手足口病_報告,手足口病_定当,伝染性紅斑_報告,伝染性紅斑_定当,突発性発しん_報告,突発性発しん_定当,ヘルパンギーナ_報告,ヘルパンギーナ_定当,流行性耳下腺炎_報告,流行性耳下腺炎_定当,急性出血性結膜炎_報告,急性出血性結膜炎_定当,流行性角結膜炎_報告,流行性角結膜炎_定当,細菌性髄膜炎_報告,細菌性髄膜炎_定当,無菌性髄膜炎_報告,無菌性髄膜炎_定当,マイコプラズマ肺炎_報告,マイコプラズマ肺炎_定当,クラミジア肺炎_報告,クラミジア肺炎_定当,感染性胃腸炎（ロタウイルス）_報告,感染性胃腸炎（ロタウイルス）_定当,COVID-19_報告,COVID-19_定当
2026,11,総数,44322,11.66,1354,0.59,570,0.25,6792,2.95,14545,6.32,701,0.30,146,0.06,282,0.12,454,0.20,33,0.01,74,0.03,5,0.01,234,0.34,15,0.03,17,0.04,94,0.20,7,0.01,34,0.07,4498,1.18
2026,11,北海道,4030,24.13,88,0.88,17,0.17,837,8.37,446,4.46,67,0.67,2,0.02,21,0.21,16,0.16,1,0.01,2,0.02,-,-,2,0.07,-,-,2,0.09,2,0.09,2,0.09,-,-,283,1.69
2026,11,青森県,1078,20.73,16,0.47,10,0.29,95,2.79,111,3.26,5,0.15,-,-,1,0.03,5,0.15,-,-,-,-,-,-,-,-,-,-,-,-,12,2.00,-,-,-,-,152,2.92
2026,11,岩手県,881,20.98,30,1.11,8,0.30,119,4.41,186,6.89,4,0.15,-,-,14,0.52,4,0.15,-,-,-,-,-,-,4,0.29,-,-,1,0.05,1,0.05,1,0.05,1,0.05,179,4.26
2026,11,宮城県,634,11.53,19,0.61,11,0.35,68,2.19,175,5.65,9,0.29,-,-,-,-,5,0.16,-,-,1,0.03,-,-,5,0.42,-,-,-,-,1,0.10,-,-,1,0.10,153,2.78
2026,11,秋田県,244,9.76,3,0.23,3,0.23,36,2.77,133,10.23,9,0.69,-,-,3,0.23,1,0.08,-,-,3,0.23,-,-,3,0.43,-,-,-,-,1,0.13,-,-,-,-,58,2.32
2026,11,山形県,662,16.97,24,0.92,8,0.31,157,6.04,206,7.92,9,0.35,-,-,6,0.23,5,0.19,-,-,1,0.04,-,-,6,0.75,-,-,-,-,2,0.20,-,-,-,-,75,1.92
2026,11,福島県,650,13.54,21,0.75,5,0.18,47,1.68,166,5.93,18,0.64,-,-,5,0.18,4,0.14,-,-,-,-,-,-,10,0.77,1,0.14,-,-,1,0.14,-,-,-,-,120,2.50
2026,11,茨城県,621,9.27,2,0.05,11,0.30,193,5.22,235,6.35,6,0.16,1,0.03,-,-,2,0.05,1,0.03,-,-,-,-,12,0.71,-,-,-,-,3,0.23,-,-,2,0.15,113,1.69
2026,11,栃木県,469,10.20,15,0.58,2,0.08,73,2.81,178,6.85,4,0.15,-,-,-,-,8,0.31,1,0.04,-,-,-,-,5,0.42,-,-,-,-,1,0.14,-,-,1,0.14,92,2.00
2026,11,群馬県,694,15.42,16,0.64,3,0.12,43,1.72,293,11.72,15,0.60,-,-,1,0.04,8,0.32,-,-,1,0.04,-,-,4,0.40,-,-,-,-,6,0.67,-,-,4,0.44,81,1.80
2026,11,埼玉県,2231,12.68,39,0.35,18,0.16,294,2.65,783,7.05,39,0.35,3,0.03,6,0.05,24,0.22,-,-,8,0.07,1,0.02,12,0.28,1,0.08,1,0.08,1,0.08,1,0.08,4,0.33,241,1.37
2026,11,千葉県,1716,9.38,27,0.24,9,0.08,339,3.05,548,4.94,33,0.30,2,0.02,5,0.05,16,0.14,-,-,4,0.04,-,-,14,0.41,-,-,1,0.11,2,0.22,1,0.11,2,0.22,257,1.40
2026,11,東京都,3660,8.80,68,0.26,25,0.10,391,1.50,1815,6.95,99,0.38,6,0.02,7,0.03,49,0.19,3,0.01,10,0.04,-,-,6,0.15,-,-,1,0.04,2,0.08,-,-,2,0.08,493,1.19
2026,11,神奈川県,2735,11.26,36,0.26,14,0.10,331,2.35,882,6.26,38,0.27,-,-,7,0.05,30,0.21,-,-,6,0.04,-,-,17,0.34,1,0.08,1,0.08,1,0.08,-,-,1,0.08,414,1.70
2026,11,新潟県,1138,20.69,27,0.90,2,0.07,153,5.10,118,3.93,6,0.20,-,-,13,0.43,6,0.20,-,-,-,-,-,-,2,0.20,1,0.08,-,-,4,0.31,-,-,-,-,90,1.64
2026,11,富山県,974,20.29,16,0.55,19,0.66,225,7.76,245,8.45,4,0.14,-,-,3,0.10,6,0.21,-,-,-,-,-,-,-,-,-,-,-,-,2,0.40,-,-,-,-,77,1.60
2026,11,石川県,1004,21.36,9,0.32,8,0.29,113,4.04,281,10.04,7,0.25,3,0.11,3,0.11,7,0.25,1,0.04,-,-,-,-,6,0.86,-,-,-,-,-,-,1,0.20,-,-,47,1.00
2026,11,福井県,679,17.41,4,0.16,13,0.52,123,4.92,156,6.24,23,0.92,40,1.60,9,0.36,7,0.28,4,0.16,2,0.08,-,-,1,0.33,-,-,-,-,3,0.50,-,-,1,0.17,30,0.77
2026,11,山梨県,255,7.29,10,0.48,1,0.05,14,0.67,80,3.81,-,-,-,-,2,0.10,2,0.10,-,-,1,0.05,-,-,3,0.33,-,-,1,0.10,2,0.20,1,0.10,-,-,62,1.77
2026,11,長野県,1176,23.52,10,0.36,6,0.21,82,2.93,270,9.64,7,0.25,-,-,3,0.11,5,0.18,-,-,-,-,-,-,5,0.50,2,0.17,-,-,2,0.17,-,-,-,-,100,2.00
