年,週,都道府県,インフルエンザ_報告,インフルエンザ_定当,ＲＳウイルス感染症_報告,ＲＳウイルス感染症_定当,咽頭結膜熱_報告,咽頭結膜熱_定当,Ａ群溶血性レンサ球菌咽頭炎_報告,Ａ群溶血性レンサ球菌咽頭炎_定当,感染性胃腸炎_報告,感染性胃腸炎_定当,水痘_報告,水痘_定当,手足口病_報告,手足口病_定当,伝染性紅斑_報告,伝染性紅斑_定当,突発性発しん_報告,突発性発しん_定当,ヘルパンギーナ_報告,ヘルパンギーナ_定当,流行性耳下腺炎_報告,流行性耳下腺炎_定当,急性出血性結膜炎_報告,急性出血性結膜炎_定当,流行性角結膜炎_報告,流行性角結膜炎_定当,細菌性髄膜炎_報告,細菌性髄膜炎_定当,無菌性髄膜炎_報告,無菌性髄膜炎_定当,マイコプラズマ肺炎_報告,マイコプラズマ肺炎_定当,クラミジア肺炎_報告,クラミジア肺炎_定当,感染性胃腸炎（ロタウイルス）_報告,感染性胃腸炎（ロタウイルス）_定当
2022,37,総数,111,0.02,4978,1.60,206,0.07,938,0.30,6665,2.14,221,0.07,10648,3.42,54,0.02,852,0.27,2503,0.80,110,0.04,5,0.01,157,0.23,6,0.01,7,0.01,9,0.02,3,0.01,1,0.00
2022,37,北海道,2,0.01,124,0.89,11,0.08,48,0.34,108,0.77,34,0.24,504,3.60,1,0.01,14,0.10,203,1.45,5,0.04,-,-,4,0.14,-,-,-,-,1,0.04,-,-,-,-
2022,37,青森県,-,-,50,1.19,-,-,1,0.02,71,1.69,1,0.02,204,4.86,-,-,10,0.24,43,1.02,1,0.02,-,-,-,-,-,-,-,-,1,0.17,-,-,-,-
2022,37,岩手県,-,-,41,1.03,1,0.03,29,0.73,74,1.85,6,0.15,200,5.00,1,0.03,13,0.33,29,0.73,5,0.13,-,-,4,0.29,-,-,-,-,-,-,-,-,-,-
2022,37,宮城県,-,-,95,1.64,8,0.14,5,0.09,84,1.45,1,0.02,635,10.95,-,-,24,0.41,67,1.16,2,0.03,-,-,2,0.17,-,-,1,0.08,2,0.17,-,-,-,-
2022,37,秋田県,-,-,16,0.48,1,0.03,14,0.42,18,0.55,3,0.09,103,3.12,1,0.03,8,0.24,6,0.18,1,0.03,-,-,2,0.29,-,-,-,-,-,-,-,-,-,-
2022,37,山形県,-,-,43,1.48,-,-,3,0.10,32,1.10,3,0.10,396,13.66,-,-,7,0.24,196,6.76,1,0.03,-,-,1,0.13,-,-,-,-,-,-,-,-,1,0.10
2022,37,福島県,-,-,27,0.54,3,0.06,9,0.18,59,1.18,4,0.08,342,6.84,3,0.06,18,0.36,74,1.48,-,-,1,0.08,7,0.54,-,-,-,-,-,-,-,-,-,-
2022,37,茨城県,1,0.01,186,2.48,7,0.09,29,0.39,122,1.63,3,0.04,139,1.85,3,0.04,12,0.16,24,0.32,2,0.03,-,-,11,0.65,-,-,-,-,-,-,-,-,-,-
2022,37,栃木県,-,-,197,4.10,-,-,9,0.19,19,0.40,9,0.19,179,3.73,-,-,15,0.31,23,0.48,-,-,-,-,3,0.25,-,-,-,-,-,-,-,-,-,-
