年,週,都道府県,インフルエンザ_報告,インフルエンザ_定当,ＲＳウイルス感染症_報告,ＲＳウイルス感染症_定当,咽頭結膜熱_報告,咽頭結膜熱_定当,Ａ群溶血性レンサ球菌咽頭炎_報告,Ａ群溶血性レンサ球菌咽頭炎_定当,感染性胃腸炎_報告,感染性胃腸炎_定当,水痘_報告,水痘_定当,手足口病_報告,手足口病_定当,伝染性紅斑_報告,伝染性紅斑_定当,突発性発しん_報告,突発性発しん_定当,ヘルパンギーナ_報告,ヘルパンギーナ_定当,流行性耳下腺炎_報告,流行性耳下腺炎_定当,急性出血性結膜炎_報告,急性出血性結膜炎_定当,流行性角結膜炎_報告,流行性角結膜炎_定当,細菌性髄膜炎_報告,細菌性髄膜炎_定当,無菌性髄膜炎_報告,無菌性髄膜炎_定当,マイコプラズマ肺炎_報告,マイコプラズマ肺炎_定当,クラミジア肺炎_報告,クラミジア肺炎_定当,感染性胃腸炎（ロタウイルス）_報告,感染性胃腸炎（ロタウイルス）_定当
2020,09,総数,23605,4.77,881,0.28,1047,0.33,9465,2.99,13052,4.13,1189,0.38,299,0.09,801,0.25,790,0.25,72,0.02,145,0.05,3,0.00,293,0.42,12,0.03,8,0.02,169,0.35,1,0.00,14,0.03
2020,09,北海道,3048,13.79,54,0.39,63,0.46,580,4.20,164,1.19,47,0.34,2,0.01,68,0.49,14,0.10,4,0.03,4,0.03,-,-,28,0.97,-,-,-,-,14,0.61,-,-,-,-
2020,09,青森県,177,2.72,9,0.21,6,0.14,73,1.74,170,4.05,9,0.21,8,0.19,16,0.38,16,0.38,-,-,-,-,-,-,1,0.09,-,-,-,-,3,0.50,-,-,-,-
2020,09,岩手県,502,7.61,6,0.15,6,0.15,254,6.20,135,3.29,15,0.37,21,0.51,17,0.41,11,0.27,-,-,2,0.05,-,-,6,0.43,-,-,-,-,3,0.16,-,-,-,-
2020,09,宮城県,166,1.77,24,0.41,24,0.41,244,4.21,289,4.98,21,0.36,26,0.45,7,0.12,15,0.26,-,-,2,0.03,-,-,3,0.25,-,-,-,-,10,0.83,-,-,-,-
2020,09,秋田県,191,3.54,-,-,6,0.17,25,0.71,109,3.11,4,0.11,14,0.40,3,0.09,3,0.09,-,-,-,-,-,-,1,0.14,-,-,-,-,-,-,-,-,-,-
2020,09,山形県,109,2.37,4,0.13,23,0.77,158,5.27,118,3.93,11,0.37,2,0.07,20,0.67,16,0.53,-,-,-,-,-,-,5,0.63,-,-,-,-,1,0.10,-,-,-,-
2020,09,福島県,246,2.96,32,0.64,11,0.22,202,4.04,210,4.20,16,0.32,1,0.02,28,0.56,26,0.52,-,-,2,0.04,-,-,17,1.31,1,0.14,-,-,4,0.57,-,-,-,-
2020,09,茨城県,206,1.72,12,0.16,33,0.44,195,2.60,299,3.99,17,0.23,-,-,7,0.09,7,0.09,-,-,2,0.03,-,-,18,1.06,-,-,-,-,15,1.25,-,-,1,0.08
2020,09,栃木県,83,1.09,10,0.21,8,0.17,103,2.15,97,2.02,21,0.44,3,0.06,4,0.08,14,0.29,-,-,-,-,-,-,4,0.33,-,-,-,-,-,-,-,-,-,-
2020,09,群馬県,365,4.20,11,0.20,20,0.37,122,2.26,189,3.50,15,0.28,-,-,8,0.15,23,0.43,1,0.02,1,0.02,-,-,12,0.80,-,-,-,-,3,0.33,-,-,-,-
2020,09,埼玉県,1243,4.84,46,0.28,62,0.38,568,3.51,775,4.78,85,0.52,19,0.12,21,0.13,49,0.30,3,0.02,9,0.06,-,-,17,0.41,-,-,-,-,1,0.09,-,-,-,-
2020,09,千葉県,857,4.02,33,0.25,32,0.24,502,3.75,466,3.48,52,0.39,4,0.03,23,0.17,22,0.16,2,0.01,10,0.07,-,-,4,0.12,-,-,-,-,5,0.63,-,-,-,-
2020,09,東京都,1484,3.58,55,0.21,51,0.20,738,2.84,1284,4.94,119,0.46,12,0.05,12,0.05,59,0.23,9,0.03,12,0.05,-,-,4,0.11,-,-,2,0.08,11,0.44,1,0.04,-,-
2020,09,神奈川県,1456,4.14,40,0.18,43,0.19,631,2.79,845,3.74,96,0.42,14,0.06,16,0.07,41,0.18,-,-,16,0.07,-,-,43,0.83,1,0.09,-,-,1,0.09,-,-,-,-
2020,09,新潟県,318,3.53,25,0.44,42,0.74,359,6.30,222,3.89,18,0.32,1,0.02,11,0.19,17,0.30,1,0.02,3,0.05,2,0.20,5,0.50,1,0.08,-,-,3,0.23,-,-,-,-
2020,09,富山県,116,2.42,4,0.14,19,0.66,221,7.62,191,6.59,16,0.55,-,-,9,0.31,7,0.24,-,-,-,-,-,-,-,-,-,-,-,-,2,0.40,-,-,1,0.20
2020,09,石川県,498,10.38,7,0.24,9,0.31,213,7.34,142,4.90,25,0.86,3,0.10,7,0.24,7,0.24,1,0.03,-,-,-,-,1,0.14,-,-,-,-,6,1.20,-,-,-,-
2020,09,福井県,127,3.43,8,0.35,20,0.87,71,3.09,147,6.39,1,0.04,4,0.17,22,0.96,1,0.04,1,0.04,-,-,-,-,-,-,-,-,-,-,1,0.17,-,-,-,-
2020,09,山梨県,154,3.76,2,0.08,3,0.13,39,1.63,58,2.42,8,0.33,-,-,1,0.04,1,0.04,-,-,-,-,-,-,7,0.78,-,-,-,-,2,0.20,-,-,-,-
2020,09,長野県,426,4.90,9,0.17,6,0.11,116,2.15,318,5.89,13,0.24,-,-,27,0.50,17,0.31,2,0.04,6,0.11,-,-,4,0.36,-,-,-,-,2,0.18,-,-,1,0.09
2020,09,岐阜県,388,4.46,11,0.21,16,0.30,36,0.68,131,2.47,5,0.09,4,0.08,6,0.11,11,0.21,-,-,1,0.02,-,-,3,0.27,-,-,-,-,4,0.80,-,-,-,-
2020,09,静岡県,307,2.21,13,0.15,25,0.28,240,2.70,324,3.64,26,0.29,-,-,11,0.12,28,0.31,1,0.01,7,0.08,-,-,6,0.27,-,-,1,0.10,2,0.20,-,-,-,-
2020,09,愛知県,1477,7.57,33,0.18,42,0.23,351,1.93,688,3.78,33,0.18,15,0.08,33,0.18,34,0.19,3,0.02,7,0.04,-,-,6,0.17,1,0.07,1,0.07,9,0.60,-,-,-,-
2020,09,三重県,411,5.71,21,0.47,9,0.20,90,2.00,183,4.07,6,0.13,3,0.07,15,0.33,10,0.22,-,-,-,-,-,-,1,0.09,1,0.11,-,-,7,0.78,-,-,-,-
2020,09,滋賀県,271,5.21,5,0.16,9,0.29,58,1.87,124,4.00,9,0.29,1,0.03,7,0.23,3,0.10,-,-,1,0.03,-,-,-,-,1,0.14,-,-,1,0.14,-,-,-,-
2020,09,京都府,885,7.02,11,0.14,8,0.10,149,1.94,185,2.40,23,0.30,4,0.05,14,0.18,12,0.16,-,-,3,0.04,-,-,2,0.11,-,-,1,0.14,9,1.29,-,-,-,-
2020,09,大阪府,2941,9.80,65,0.33,55,0.28,414,2.10,697,3.54,62,0.31,9,0.05,38,0.19,42,0.21,5,0.03,9,0.05,-,-,9,0.17,-,-,-,-,6,0.38,-,-,-,-
2020,09,兵庫県,1341,6.77,61,0.48,34,0.27,189,1.48,524,4.09,36,0.28,8,0.06,21,0.16,26,0.20,2,0.02,3,0.02,-,-,17,0.49,1,0.07,1,0.07,3,0.21,-,-,-,-
2020,09,奈良県,369,6.71,16,0.47,10,0.29,75,2.21,125,3.68,18,0.53,5,0.15,12,0.35,8,0.24,-,-,2,0.06,-,-,2,0.20,-,-,-,-,2,0.33,-,-,1,0.17
