年,週,都道府県,インフルエンザ_報告,インフルエンザ_定当,ＲＳウイルス感染症_報告,ＲＳウイルス感染症_定当,咽頭結膜熱_報告,咽頭結膜熱_定当,Ａ群溶血性レンサ球菌咽頭炎_報告,Ａ群溶血性レンサ球菌咽頭炎_定当,感染性胃腸炎_報告,感染性胃腸炎_定当,水痘_報告,水痘_定当,手足口病_報告,手足口病_定当,伝染性紅斑_報告,伝染性紅斑_定当,突発性発しん_報告,突発性発しん_定当,ヘルパンギーナ_報告,ヘルパンギーナ_定当,流行性耳下腺炎_報告,流行性耳下腺炎_定当,急性出血性結膜炎_報告,急性出血性結膜炎_定当,流行性角結膜炎_報告,流行性角結膜炎_定当,細菌性髄膜炎_報告,細菌性髄膜炎_定当,無菌性髄膜炎_報告,無菌性髄膜炎_定当,マイコプラズマ肺炎_報告,マイコプラズマ肺炎_定当,クラミジア肺炎_報告,クラミジア肺炎_定当,感染性胃腸炎（ロタウイルス）_報告,感染性胃腸炎（ロタウイルス）_定当
2020,09,和歌山県,130,2.65,25,0.83,14,0.47,52,1.73,79,2.63,5,0.17,1,0.03,9,0.30,5,0.17,-,-,1,0.03,-,-,-,-,-,-,-,-,5,0.45,-,-,-,-
2020,09,鳥取県,25,0.86,2,0.11,5,0.26,119,6.26,88,4.63,14,0.74,2,0.11,17,0.89,3,0.16,-,-,-,-,-,-,3,0.60,-,-,-,-,4,0.80,-,-,-,-
2020,09,島根県,112,2.95,6,0.26,4,0.17,38,1.65,72,3.13,12,0.52,-,-,8,0.35,7,0.30,1,0.04,2,0.09,-,-,-,-,-,-,-,-,1,0.13,-,-,-,-
2020,09,岡山県,549,6.54,4,0.07,25,0.46,57,1.06,264,4.89,11,0.20,1,0.02,14,0.26,13,0.24,2,0.04,4,0.07,1,0.08,1,0.08,-,-,-,-,2,0.40,-,-,-,-
2020,09,広島県,454,3.98,24,0.34,60,0.85,160,2.25,298,4.20,26,0.37,3,0.04,20,0.28,13,0.18,3,0.04,-,-,-,-,13,0.68,-,-,-,-,3,0.14,-,-,-,-
2020,09,山口県,154,2.30,50,1.09,10,0.22,93,2.02,180,3.91,20,0.43,2,0.04,14,0.30,24,0.52,1,0.02,2,0.04,-,-,2,0.22,-,-,-,-,2,0.22,-,-,1,0.11
2020,09,徳島県,69,1.86,10,0.43,7,0.30,14,0.61,149,6.48,5,0.22,1,0.04,5,0.22,8,0.35,-,-,-,-,-,-,-,-,2,0.29,-,-,1,0.14,-,-,-,-
2020,09,香川県,135,2.87,5,0.18,11,0.39,50,1.79,252,9.00,9,0.32,1,0.04,5,0.18,8,0.29,-,-,3,0.11,-,-,2,0.40,-,-,1,0.20,3,0.60,-,-,-,-
2020,09,愛媛県,256,4.20,6,0.16,6,0.16,115,3.11,218,5.89,13,0.35,2,0.05,18,0.49,14,0.38,-,-,9,0.24,-,-,9,1.13,-,-,-,-,2,0.33,-,-,1,0.17
2020,09,高知県,123,2.56,10,0.33,5,0.17,67,2.23,101,3.37,1,0.03,5,0.17,11,0.37,3,0.10,1,0.03,2,0.07,-,-,-,-,-,-,-,-,3,0.38,-,-,-,-
2020,09,福岡県,447,2.26,52,0.43,57,0.48,834,6.95,613,5.11,109,0.91,25,0.21,47,0.39,58,0.48,6,0.05,8,0.07,-,-,7,0.27,-,-,-,-,2,0.13,-,-,1,0.07
2020,09,佐賀県,46,1.18,8,0.35,6,0.26,99,4.30,87,3.78,5,0.22,5,0.22,15,0.65,5,0.22,-,-,-,-,-,-,1,0.25,1,0.17,-,-,1,0.17,-,-,-,-
2020,09,長崎県,216,3.09,7,0.16,21,0.48,138,3.14,146,3.32,7,0.16,7,0.16,18,0.41,8,0.18,-,-,1,0.02,-,-,2,0.25,-,-,-,-,4,0.33,-,-,2,0.17
2020,09,熊本県,90,1.13,12,0.24,15,0.30,114,2.28,208,4.16,29,0.58,20,0.40,32,0.64,23,0.46,7,0.14,5,0.10,-,-,7,0.78,-,-,-,-,3,0.20,-,-,1,0.07
2020,09,大分県,58,1.00,14,0.39,8,0.22,111,3.08,331,9.19,17,0.47,5,0.14,37,1.03,9,0.25,-,-,4,0.11,-,-,-,-,-,-,-,-,2,0.18,-,-,-,-
2020,09,宮崎県,107,1.81,4,0.11,20,0.56,150,4.17,288,8.00,22,0.61,8,0.22,23,0.64,24,0.67,3,0.08,-,-,-,-,4,0.67,-,-,-,-,-,-,-,-,-,-
2020,09,鹿児島県,134,1.46,13,0.24,65,1.20,152,2.81,377,6.98,21,0.39,23,0.43,21,0.39,19,0.35,-,-,2,0.04,-,-,3,0.43,1,0.08,-,-,1,0.08,-,-,-,-
2020,09,沖縄県,338,5.83,2,0.06,13,0.38,86,2.53,92,2.71,36,1.06,5,0.15,3,0.09,6,0.18,13,0.38,-,-,-,-,13,1.44,1,0.14,1,0.14,-,-,-,-,4,0.57
2020,09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
