年,週,都道府県,インフルエンザ_報告,インフルエンザ_定当,ＲＳウイルス感染症_報告,ＲＳウイルス感染症_定当,咽頭結膜熱_報告,咽頭結膜熱_定当,Ａ群溶血性レンサ球菌咽頭炎_報告,Ａ群溶血性レンサ球菌咽頭炎_定当,感染性胃腸炎_報告,感染性胃腸炎_定当,水痘_報告,水痘_定当,手足口病_報告,手足口病_定当,伝染性紅斑_報告,伝染性紅斑_定当,突発性発しん_報告,突発性発しん_定当,ヘルパンギーナ_報告,ヘルパンギーナ_定当,流行性耳下腺炎_報告,流行性耳下腺炎_定当,急性出血性結膜炎_報告,急性出血性結膜炎_定当,流行性角結膜炎_報告,流行性角結膜炎_定当,細菌性髄膜炎_報告,細菌性髄膜炎_定当,無菌性髄膜炎_報告,無菌性髄膜炎_定当,マイコプラズマ肺炎_報告,マイコプラズマ肺炎_定当,クラミジア肺炎_報告,クラミジア肺炎_定当,感染性胃腸炎（ロタウイルス）_報告,感染性胃腸炎（ロタウイルス）_定当
2022,07,島根県,-,-,3,0.13,2,0.09,7,0.30,126,5.48,3,0.13,11,0.48,-,-,4,0.17,1,0.04,-,-,-,-,-,-,1,0.13,-,-,-,-,-,-,-,-
2022,07,岡山県,2,0.02,15,0.28,5,0.09,2,0.04,278,5.15,1,0.02,2,0.04,-,-,7,0.13,-,-,2,0.04,-,-,1,0.08,-,-,-,-,-,-,-,-,-,-
2022,07,広島県,3,0.03,15,0.21,21,0.29,11,0.15,320,4.44,3,0.04,15,0.21,-,-,7,0.10,3,0.04,-,-,-,-,6,0.32,-,-,-,-,-,-,-,-,-,-
2022,07,山口県,-,-,13,0.28,12,0.26,23,0.50,158,3.43,1,0.02,1,0.02,-,-,9,0.20,2,0.04,1,0.02,-,-,-,-,-,-,-,-,1,0.11,-,-,-,-
2022,07,徳島県,-,-,1,0.04,-,-,5,0.22,77,3.35,1,0.04,2,0.09,-,-,8,0.35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,07,香川県,-,-,-,-,4,0.14,5,0.18,255,9.11,1,0.04,1,0.04,1,0.04,5,0.18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,07,愛媛県,2,0.03,30,0.81,5,0.14,16,0.43,375,10.14,2,0.05,-,-,-,-,23,0.62,-,-,1,0.03,-,-,4,0.50,-,-,-,-,-,-,-,-,-,-
2022,07,高知県,-,-,-,-,7,0.25,9,0.32,123,4.39,2,0.07,2,0.07,-,-,7,0.25,-,-,1,0.04,-,-,-,-,1,0.13,-,-,-,-,-,-,1,0.13
2022,07,福岡県,3,0.02,98,0.82,19,0.16,117,0.98,753,6.28,12,0.10,6,0.05,1,0.01,37,0.31,1,0.01,4,0.03,1,0.04,-,-,-,-,-,-,1,0.07,-,-,-,-
2022,07,佐賀県,-,-,13,0.57,8,0.35,7,0.30,85,3.70,3,0.13,2,0.09,-,-,7,0.30,1,0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,07,長崎県,-,-,30,0.68,6,0.14,45,1.02,135,3.07,1,0.02,-,-,-,-,17,0.39,-,-,1,0.02,1,0.13,2,0.25,-,-,-,-,-,-,-,-,-,-
2022,07,熊本県,1,0.01,70,1.40,8,0.16,7,0.14,208,4.16,3,0.06,8,0.16,1,0.02,23,0.46,1,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,07,大分県,-,-,10,0.28,3,0.08,5,0.14,423,11.75,4,0.11,15,0.42,1,0.03,12,0.33,2,0.06,1,0.03,-,-,1,0.20,-,-,-,-,-,-,-,-,-,-
2022,07,宮崎県,-,-,70,1.94,6,0.17,20,0.56,250,6.94,4,0.11,2,0.06,-,-,16,0.44,1,0.03,1,0.03,-,-,2,0.33,-,-,-,-,-,-,-,-,-,-
2022,07,鹿児島県,-,-,57,1.08,24,0.45,25,0.47,397,7.49,5,0.09,25,0.47,-,-,13,0.25,2,0.04,1,0.02,-,-,1,0.14,-,-,1,0.08,-,-,-,-,1,0.08
2022,07,沖縄県,-,-,9,0.27,7,0.21,16,0.48,38,1.15,2,0.06,19,0.58,1,0.03,6,0.18,1,0.03,-,-,-,-,5,0.56,-,-,-,-,-,-,-,-,-,-
2022,07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
