年,週,都道府県,インフルエンザ_報告,インフルエンザ_定当,ＲＳウイルス感染症_報告,ＲＳウイルス感染症_定当,咽頭結膜熱_報告,咽頭結膜熱_定当,Ａ群溶血性レンサ球菌咽頭炎_報告,Ａ群溶血性レンサ球菌咽頭炎_定当,感染性胃腸炎_報告,感染性胃腸炎_定当,水痘_報告,水痘_定当,手足口病_報告,手足口病_定当,伝染性紅斑_報告,伝染性紅斑_定当,突発性発しん_報告,突発性発しん_定当,ヘルパンギーナ_報告,ヘルパンギーナ_定当,流行性耳下腺炎_報告,流行性耳下腺炎_定当,急性出血性結膜炎_報告,急性出血性結膜炎_定当,流行性角結膜炎_報告,流行性角結膜炎_定当,細菌性髄膜炎_報告,細菌性髄膜炎_定当,無菌性髄膜炎_報告,無菌性髄膜炎_定当,マイコプラズマ肺炎_報告,マイコプラズマ肺炎_定当,クラミジア肺炎_報告,クラミジア肺炎_定当,感染性胃腸炎（ロタウイルス）_報告,感染性胃腸炎（ロタウイルス）_定当
2023,14,群馬県,219,2.52,3,0.06,25,0.46,12,0.22,174,3.22,6,0.11,1,0.02,1,0.02,17,0.31,2,0.04,3,0.06,-,-,8,0.57,1,0.11,-,-,-,-,-,-,-,-
2023,14,埼玉県,707,2.72,68,0.42,35,0.21,71,0.44,580,3.56,36,0.22,11,0.07,4,0.02,53,0.33,5,0.03,8,0.05,-,-,4,0.10,-,-,-,-,-,-,-,-,-,-
2023,14,千葉県,366,1.78,11,0.09,17,0.13,46,0.36,396,3.07,12,0.09,1,0.01,-,-,31,0.24,1,0.01,6,0.05,-,-,8,0.23,-,-,1,0.11,-,-,-,-,-,-
2023,14,東京都,953,2.32,64,0.25,30,0.12,99,0.38,954,3.67,31,0.12,11,0.04,4,0.02,69,0.27,10,0.04,12,0.05,-,-,4,0.11,1,0.04,1,0.04,-,-,-,-,-,-
2023,14,神奈川県,679,1.94,25,0.11,23,0.10,73,0.33,590,2.63,33,0.15,4,0.02,3,0.01,48,0.21,7,0.03,9,0.04,1,0.02,28,0.56,-,-,2,0.20,-,-,-,-,-,-
2023,14,新潟県,1195,14.06,34,0.63,4,0.07,38,0.70,216,4.00,3,0.06,-,-,-,-,15,0.28,2,0.04,2,0.04,-,-,3,0.30,-,-,-,-,1,0.08,-,-,-,-
2023,14,富山県,227,4.73,42,1.45,9,0.31,18,0.62,235,8.10,2,0.07,-,-,-,-,12,0.41,1,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023,14,石川県,174,3.63,14,0.48,7,0.24,8,0.28,309,10.66,-,-,7,0.24,-,-,10,0.34,1,0.03,-,-,-,-,1,0.14,-,-,-,-,2,0.40,-,-,-,-
2023,14,福井県,60,1.62,40,1.74,11,0.48,18,0.78,93,4.04,2,0.09,10,0.43,-,-,7,0.30,5,0.22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023,14,山梨県,81,1.98,4,0.17,1,0.04,-,-,65,2.71,2,0.08,1,0.04,-,-,6,0.25,-,-,-,-,-,-,2,0.22,-,-,-,-,-,-,-,-,-,-
2023,14,長野県,135,1.55,4,0.08,11,0.21,7,0.13,197,3.72,3,0.06,-,-,1,0.02,6,0.11,-,-,1,0.02,1,0.10,5,0.50,-,-,1,0.08,-,-,-,-,1,0.08
2023,14,岐阜県,158,1.82,23,0.43,7,0.13,18,0.34,172,3.25,4,0.08,2,0.04,-,-,10,0.19,-,-,1,0.02,-,-,2,0.18,-,-,-,-,-,-,-,-,-,-
2023,14,静岡県,183,1.33,32,0.36,27,0.31,27,0.31,262,2.98,2,0.02,7,0.08,1,0.01,13,0.15,2,0.02,6,0.07,-,-,2,0.09,1,0.10,-,-,-,-,-,-,-,-
2023,14,愛知県,807,4.14,30,0.16,25,0.14,76,0.42,769,4.23,6,0.03,7,0.04,1,0.01,26,0.14,1,0.01,3,0.02,-,-,1,0.03,-,-,1,0.07,-,-,-,-,-,-
2023,14,三重県,276,3.83,2,0.04,10,0.22,15,0.33,178,3.96,6,0.13,-,-,-,-,10,0.22,1,0.02,2,0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023,14,滋賀県,141,2.43,8,0.23,6,0.17,12,0.34,82,2.34,3,0.09,2,0.06,1,0.03,6,0.17,1,0.03,2,0.06,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023,14,京都府,185,1.48,66,0.87,9,0.12,50,0.66,195,2.57,10,0.13,3,0.04,-,-,11,0.14,4,0.05,-,-,-,-,1,0.06,-,-,-,-,-,-,-,-,-,-
2023,14,大阪府,342,1.16,231,1.19,55,0.28,123,0.63,865,4.46,13,0.07,6,0.03,3,0.02,43,0.22,4,0.02,6,0.03,-,-,7,0.14,-,-,1,0.06,-,-,-,-,1,0.06
2023,14,兵庫県,353,1.79,94,0.73,14,0.11,36,0.28,635,4.92,20,0.16,12,0.09,-,-,21,0.16,11,0.09,1,0.01,-,-,11,0.31,1,0.07,-,-,-,-,-,-,-,-
2023,14,奈良県,83,1.51,23,0.68,4,0.12,15,0.44,174,5.12,1,0.03,2,0.06,-,-,8,0.24,1,0.03,-,-,-,-,7,0.70,-,-,-,-,-,-,-,-,-,-
2023,14,和歌山県,36,0.73,20,0.67,2,0.07,8,0.27,120,4.00,3,0.10,2,0.07,-,-,7,0.23,-,-,1,0.03,-,-,1,0.25,-,-,1,0.09,-,-,-,-,-,-
2023,14,鳥取県,42,1.45,-,-,1,0.05,40,2.11,148,7.79,-,-,1,0.05,-,-,5,0.26,-,-,1,0.05,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023,14,島根県,108,2.84,1,0.04,3,0.13,4,0.17,72,3.13,4,0.17,-,-,-,-,5,0.22,1,0.04,-,-,-,-,-,-,-,-,1,0.13,-,-,-,-,-,-
2023,14,岡山県,270,3.21,12,0.22,7,0.13,5,0.09,218,4.04,2,0.04,12,0.22,1,0.02,12,0.22,4,0.07,1,0.02,1,0.08,2,0.17,-,-,-,-,-,-,-,-,-,-
2023,14,広島県,626,5.49,31,0.43,9,0.13,24,0.33,225,3.13,10,0.14,3,0.04,1,0.01,11,0.15,6,0.08,-,-,-,-,8,0.42,-,-,-,-,-,-,-,-,-,-
2023,14,山口県,85,1.55,24,0.67,6,0.17,16,0.44,101,2.81,3,0.08,-,-,-,-,18,0.50,3,0.08,-,-,-,-,2,0.29,-,-,-,-,-,-,-,-,-,-
2023,14,徳島県,48,1.30,6,0.26,5,0.22,2,0.09,74,3.22,2,0.09,-,-,1,0.04,4,0.17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023,14,香川県,90,1.91,10,0.36,4,0.14,2,0.07,163,5.82,2,0.07,1,0.04,-,-,10,0.36,3,0.11,1,0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023,14,愛媛県,166,2.72,9,0.24,4,0.11,9,0.24,210,5.68,-,-,2,0.05,-,-,10,0.27,1,0.03,-,-,-,-,8,1.00,-,-,-,-,-,-,-,-,-,-
2023,14,高知県,75,1.67,4,0.15,1,0.04,3,0.11,51,1.89,-,-,7,0.26,2,0.07,3,0.11,15,0.56,1,0.04,-,-,-,-,-,-,-,-,3,0.38,-,-,-,-
2023,14,福岡県,600,3.06,106,0.88,36,0.30,244,2.03,518,4.32,13,0.11,11,0.09,2,0.02,41,0.34,40,0.33,3,0.03,-,-,7,0.27,-,-,-,-,-,-,-,-,-,-
2023,14,佐賀県,111,2.85,37,1.61,10,0.43,2,0.09,67,2.91,2,0.09,1,0.04,-,-,11,0.48,18,0.78,2,0.09,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023,14,長崎県,169,2.41,55,1.25,5,0.11,46,1.05,104,2.36,5,0.11,16,0.36,-,-,15,0.34,46,1.05,-,-,1,0.13,3,0.38,-,-,1,0.08,-,-,-,-,-,-
2023,14,熊本県,154,1.97,15,0.31,12,0.25,7,0.15,182,3.79,2,0.04,2,0.04,-,-,24,0.50,70,1.46,5,0.10,-,-,5,0.56,-,-,1,0.07,-,-,-,-,-,-
2023,14,大分県,205,3.53,8,0.22,10,0.28,17,0.47,343,9.53,6,0.17,1,0.03,-,-,12,0.33,4,0.11,3,0.08,-,-,2,0.40,-,-,-,-,-,-,-,-,-,-
2023,14,宮崎県,56,0.97,45,1.25,9,0.25,25,0.69,294,8.17,7,0.19,1,0.03,-,-,17,0.47,16,0.44,3,0.08,-,-,7,1.17,-,-,-,-,-,-,-,-,-,-
2023,14,鹿児島県,104,1.16,127,2.40,23,0.43,12,0.23,317,5.98,4,0.08,6,0.11,-,-,12,0.23,22,0.42,2,0.04,-,-,6,0.86,-,-,1,0.08,-,-,-,-,-,-
2023,14,沖縄県,133,2.38,6,0.18,4,0.12,40,1.21,77,2.33,2,0.06,133,4.03,-,-,7,0.21,5,0.15,-,-,-,-,8,0.89,1,0.14,1,0.14,-,-,-,-,-,-
2023,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
