年,週,都道府県,急性呼吸器感染症_報告,急性呼吸器感染症_定当
2026,29,総数,193016,51.89
2026,29,北海道,5602,33.75
2026,29,青森県,1983,38.13
2026,29,岩手県,2327,55.4
2026,29,宮城県,3164,57.53
2026,29,秋田県,682,27.28
2026,29,山形県,2065,55.81
2026,29,福島県,2546,53.04
2026,29,茨城県,3867,56.87
2026,29,栃木県,3077,65.47
2026,29,群馬県,3495,79.43
2026,29,埼玉県,12700,73.41
2026,29,千葉県,10261,57.32
2026,29,東京都,21032,50.44
2026,29,神奈川県,15961,65.95
2026,29,新潟県,2206,42.42
2026,29,富山県,2466,52.47
2026,29,石川県,2363,50.28
2026,29,福井県,1248,32
2026,29,山梨県,1120,32
2026,29,長野県,2956,59.12
2026,29,岐阜県,1787,39.71
2026,29,静岡県,5137,47.56
2026,29,愛知県,11330,69.51
2026,29,三重県,3110,45.74
2026,29,滋賀県,1844,47.28
2026,29,京都府,3150,51.64
2026,29,大阪府,10646,37.35
2026,29,兵庫県,8048,49.68
2026,29,奈良県,1692,40.29
2026,29,和歌山県,1895,42.11
2026,29,鳥取県,1603,55.28
2026,29,島根県,996,49.8
2026,29,岡山県,2455,49.1
2026,29,広島県,4345,46.72
2026,29,山口県,3559,58.34
2026,29,徳島県,1113,33.73
2026,29,香川県,1005,43.7
2026,29,愛媛県,2640,69.47
2026,29,高知県,1387,37.49
2026,29,福岡県,5968,48.92
2026,29,佐賀県,1459,60.79
2026,29,長崎県,3013,59.08
2026,29,熊本県,3571,51.75
2026,29,大分県,3409,58.78
2026,29,宮崎県,1117,39.89
2026,29,鹿児島県,3333,58.47
2026,29,沖縄県,2283,51.89
