年,週,都道府県,急性呼吸器感染症_報告,急性呼吸器感染症_定当
2026,11,総数,224369,59.18
2026,11,北海道,11793,70.62
2026,11,青森県,3662,70.42
2026,11,岩手県,4419,105.21
2026,11,宮城県,4110,74.73
2026,11,秋田県,1168,46.72
2026,11,山形県,3025,79.61
2026,11,福島県,3378,70.38
2026,11,茨城県,4372,65.25
2026,11,栃木県,3673,79.85
2026,11,群馬県,4117,91.49
2026,11,埼玉県,13510,76.76
2026,11,千葉県,11044,60.68
2026,11,東京都,22208,53.38
2026,11,神奈川県,15581,64.65
2026,11,新潟県,3855,74.13
2026,11,富山県,4288,89.33
2026,11,石川県,3729,79.34
2026,11,福井県,1822,46.72
2026,11,山梨県,1145,32.71
2026,11,長野県,4035,80.7
2026,11,岐阜県,1841,40.91
2026,11,静岡県,6221,44.76
2026,11,愛知県,11245,68.99
2026,11,三重県,2985,43.26
2026,11,滋賀県,3230,55.69
2026,11,京都府,3487,54.48
2026,11,大阪府,10866,37.6
2026,11,兵庫県,8735,53.26
2026,11,奈良県,1606,38.24
2026,11,和歌山県,1919,42.64
2026,11,鳥取県,1994,68.76
2026,11,島根県,1184,62.32
2026,11,岡山県,2762,55.24
2026,11,広島県,4923,52.94
2026,11,山口県,4182,66.38
2026,11,徳島県,1281,38.82
2026,11,香川県,989,43
2026,11,愛媛県,2432,65.73
2026,11,高知県,1274,33.53
2026,11,福岡県,7101,58.2
2026,11,佐賀県,1253,52.21
2026,11,長崎県,3170,62.16
2026,11,熊本県,4676,64.94
2026,11,大分県,3608,62.21
2026,11,宮崎県,1218,43.5
2026,11,鹿児島県,2891,50.72
2026,11,沖縄県,2362,52.49
