年,週,都道府県,急性呼吸器感染症_報告,急性呼吸器感染症_定当
2026,27,総数,189593,50.88
2026,27,北海道,6347,38.23
2026,27,青森県,2021,38.87
2026,27,岩手県,2473,58.88
2026,27,宮城県,3270,59.45
2026,27,秋田県,721,28.84
2026,27,山形県,1829,48.13
2026,27,福島県,2668,55.58
2026,27,茨城県,3443,50.63
2026,27,栃木県,2825,60.11
2026,27,群馬県,3077,68.38
2026,27,埼玉県,12721,72.28
2026,27,千葉県,10321,57.34
2026,27,東京都,21384,51.16
2026,27,神奈川県,15514,64.37
2026,27,新潟県,2043,39.29
2026,27,富山県,2840,59.17
2026,27,石川県,2172,46.21
2026,27,福井県,1162,29.79
2026,27,山梨県,1116,31.89
2026,27,長野県,2546,50.92
2026,27,岐阜県,1636,36.36
2026,27,静岡県,4876,45.15
2026,27,愛知県,10229,62.75
2026,27,三重県,2474,36.38
2026,27,滋賀県,1598,40.97
2026,27,京都府,3117,51.1
2026,27,大阪府,10141,35.58
2026,27,兵庫県,7467,46.38
2026,27,奈良県,1445,35.24
2026,27,和歌山県,1656,36.8
2026,27,鳥取県,1445,49.83
2026,27,島根県,1037,51.85
2026,27,岡山県,2470,49.4
2026,27,広島県,4074,43.81
2026,27,山口県,3796,62.23
2026,27,徳島県,966,29.27
2026,27,香川県,960,41.74
2026,27,愛媛県,2773,72.97
2026,27,高知県,1332,36
2026,27,福岡県,6410,52.54
2026,27,佐賀県,1374,57.25
2026,27,長崎県,2899,56.84
2026,27,熊本県,3408,48.69
2026,27,大分県,4375,75.43
2026,27,宮崎県,1329,47.46
2026,27,鹿児島県,3627,63.63
2026,27,沖縄県,2186,49.68
