年,週,都道府県,急性呼吸器感染症_報告,急性呼吸器感染症_定当
2026,33,総数,103658,29.8
2026,33,北海道,3706,23.46
2026,33,青森県,1402,27.49
2026,33,岩手県,1442,34.33
2026,33,宮城県,1660,30.18
2026,33,秋田県,559,22.36
2026,33,山形県,1179,33.69
2026,33,福島県,1601,33.35
2026,33,茨城県,2396,36.3
2026,33,栃木県,1782,38.74
2026,33,群馬県,1788,49.67
2026,33,埼玉県,7794,55.67
2026,33,千葉県,4520,27.07
2026,33,東京都,10160,30.88
2026,33,神奈川県,7530,38.42
2026,33,新潟県,1646,31.65
2026,33,富山県,1756,36.58
2026,33,石川県,1459,31.04
2026,33,福井県,877,22.49
2026,33,山梨県,660,18.86
2026,33,長野県,1693,35.27
2026,33,岐阜県,1088,25.3
2026,33,静岡県,2670,24.72
2026,33,愛知県,5198,31.89
2026,33,三重県,1691,27.27
2026,33,滋賀県,986,26.65
2026,33,京都府,1643,27.85
2026,33,大阪府,4562,16.01
2026,33,兵庫県,3218,21.03
2026,33,奈良県,618,19.31
2026,33,和歌山県,1068,23.73
2026,33,鳥取県,1003,34.59
2026,33,島根県,878,43.9
2026,33,岡山県,1482,29.64
2026,33,広島県,1926,22.66
2026,33,山口県,1909,31.3
2026,33,徳島県,527,15.97
2026,33,香川県,794,34.52
2026,33,愛媛県,1370,37.03
2026,33,高知県,1292,34.92
2026,33,福岡県,3095,25.37
2026,33,佐賀県,761,31.71
2026,33,長崎県,1670,33.4
2026,33,熊本県,1997,28.53
2026,33,大分県,1902,32.79
2026,33,宮崎県,754,26.93
2026,33,鹿児島県,2147,37.67
2026,33,沖縄県,1799,40.89
