年,週,都道府県,急性呼吸器感染症_報告,急性呼吸器感染症_定当
2026,09,総数,246507,64.96
2026,09,北海道,10602,63.49
2026,09,青森県,3368,64.77
2026,09,岩手県,4518,107.57
2026,09,宮城県,3840,69.82
2026,09,秋田県,1344,53.76
2026,09,山形県,2968,78.11
2026,09,福島県,3701,77.1
2026,09,茨城県,5019,74.91
2026,09,栃木県,4210,89.57
2026,09,群馬県,4005,89
2026,09,埼玉県,15544,89.33
2026,09,千葉県,11919,65.49
2026,09,東京都,25025,59.87
2026,09,神奈川県,16760,68.97
2026,09,新潟県,3948,75.92
2026,09,富山県,4319,91.89
2026,09,石川県,4103,87.3
2026,09,福井県,1924,49.33
2026,09,山梨県,1212,34.63
2026,09,長野県,4733,94.66
2026,09,岐阜県,2637,58.6
2026,09,静岡県,6455,46.44
2026,09,愛知県,12145,74.51
2026,09,三重県,3757,54.45
2026,09,滋賀県,3715,64.05
2026,09,京都府,3906,61.03
2026,09,大阪府,12483,43.04
2026,09,兵庫県,9766,59.55
2026,09,奈良県,2337,55.64
2026,09,和歌山県,2266,50.36
2026,09,鳥取県,1721,59.34
2026,09,島根県,1229,61.45
2026,09,岡山県,3368,67.36
2026,09,広島県,4977,53.52
2026,09,山口県,5080,80.63
2026,09,徳島県,1605,48.64
2026,09,香川県,1212,52.7
2026,09,愛媛県,2859,77.27
2026,09,高知県,1580,41.58
2026,09,福岡県,8214,67.33
2026,09,佐賀県,1340,55.83
2026,09,長崎県,3857,75.63
2026,09,熊本県,4890,67.92
2026,09,大分県,4169,71.88
2026,09,宮崎県,1738,62.07
2026,09,鹿児島県,3340,58.6
2026,09,沖縄県,2799,62.2
