年,週,都道府県,急性呼吸器感染症_報告,急性呼吸器感染症_定当
2026,37,総数,208242,55.87
2026,37,北海道,7163,43.41
2026,37,青森県,2386,45.88
2026,37,岩手県,3102,75.66
2026,37,宮城県,4135,75.18
2026,37,秋田県,974,38.96
2026,37,山形県,2349,61.82
2026,37,福島県,3073,64.02
2026,37,茨城県,4405,64.78
2026,37,栃木県,3480,74.04
2026,37,群馬県,3788,84.18
2026,37,埼玉県,15409,88.05
2026,37,千葉県,10550,58.61
2026,37,東京都,24921,59.48
2026,37,神奈川県,18389,75.67
2026,37,新潟県,3199,61.52
2026,37,富山県,3403,70.9
2026,37,石川県,2542,54.09
2026,37,福井県,1345,34.49
2026,37,山梨県,1265,36.14
2026,37,長野県,3550,71
2026,37,岐阜県,1919,42.64
2026,37,静岡県,5244,48.56
2026,37,愛知県,10896,66.85
2026,37,三重県,2680,39.41
2026,37,滋賀県,1749,44.85
2026,37,京都府,3138,51.44
2026,37,大阪府,9729,34.26
2026,37,兵庫県,7089,43.76
2026,37,奈良県,1474,35.1
2026,37,和歌山県,1781,39.58
2026,37,鳥取県,1541,53.14
2026,37,島根県,945,47.25
2026,37,岡山県,2380,47.6
2026,37,広島県,3980,42.8
2026,37,山口県,3907,64.05
2026,37,徳島県,1094,33.15
2026,37,香川県,844,36.7
2026,37,愛媛県,2266,59.63
2026,37,高知県,1454,39.3
2026,37,福岡県,6563,53.8
2026,37,佐賀県,1256,52.33
2026,37,長崎県,2978,59.56
2026,37,熊本県,3650,51.41
2026,37,大分県,3448,59.45
2026,37,宮崎県,1143,40.82
2026,37,鹿児島県,3171,55.63
2026,37,沖縄県,2495,56.7
